"Mass","Mean","Median","SD","SED_Mean","SED_Median","SED_SD","SW_Mean","SW_Median","SW_SD"
757.090384150662,1.75,1.5,0.96,NA,NA,NA,1.75,1.5,0.96
757.272713193824,2.67,2,1.15,NA,NA,NA,2.67,2,1.15
769.089455229272,3,3,NA,NA,NA,NA,3,3,NA
769.125781905599,3,3,NA,NA,NA,NA,3,3,NA
799.281378213622,2,2,NA,NA,NA,NA,2,2,NA
815.204340973539,2,2,1,NA,NA,NA,2,2,1
203.022044420689,1,1,NA,NA,NA,NA,1,1,NA
204.73030591783,1,1,NA,NA,NA,NA,1,1,NA
205.132485801219,1,1,NA,NA,NA,NA,1,1,NA
209.242439887937,1,1,NA,NA,NA,NA,1,1,NA
214.421957203892,1,1,NA,NA,NA,NA,1,1,NA
221.175178774388,1,1,NA,NA,NA,NA,1,1,NA
226.082319026429,1,1,NA,NA,NA,NA,1,1,NA
227.035226704532,2,2,NA,NA,NA,NA,2,2,NA
241.169717831318,4,4,NA,NA,NA,NA,4,4,NA
250.193913533304,1,1,NA,NA,NA,NA,1,1,NA
263.069316743212,2.5,2.5,2.12,NA,NA,NA,2.5,2.5,2.12
282.019999105117,1,1,NA,NA,NA,NA,1,1,NA
302.053688694732,1.5,1.5,0.58,NA,NA,NA,1.5,1.5,0.58
303.247216121757,1,1,NA,NA,NA,NA,1,1,NA
304.032975089426,2.44,1,2.07,NA,NA,NA,2.44,1,2.07
307.168418310796,2,2,0,NA,NA,NA,2,2,0
318.048666574187,2.25,1.5,1.89,NA,NA,NA,2.25,1.5,1.89
320.14507289566,1,1,NA,NA,NA,NA,1,1,NA
325.069136025258,1,1,0,NA,NA,NA,1,1,0
326.027806201758,1,1,0,NA,NA,NA,1,1,0
326.077410903313,3,3,NA,NA,NA,NA,3,3,NA
336.012364128706,5.5,5.5,0.71,NA,NA,NA,5.5,5.5,0.71
336.048670042229,11.86,13,2.91,NA,NA,NA,11.86,13,2.91
338.064112843864,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
338.082472997555,1,1,NA,NA,NA,NA,1,1,NA
341.99960100696,1.14,1,0.38,NA,NA,NA,1.14,1,0.38
344.899228613956,1,1,NA,NA,NA,NA,1,1,NA
360.084530937135,1,1,NA,NA,NA,NA,1,1,NA
360.117251471645,1,1,NA,NA,NA,NA,1,1,NA
362.088401113333,5,5,2.83,NA,NA,NA,5,5,2.83
362.101434625655,1,1,0,NA,NA,NA,1,1,0
366.0412566427,2.2,2,0.84,NA,NA,NA,2.2,2,0.84
367.128522788156,4,4,NA,NA,NA,NA,4,4,NA
369.107861386442,8.5,9,1,NA,NA,NA,8.5,9,1
370.106571873507,3,3,NA,NA,NA,NA,3,3,NA
371.025775647173,2.67,3,0.58,NA,NA,NA,2.67,3,0.58
381.117519425304,2.8,3,0.45,NA,NA,NA,2.8,3,0.45
386.037989143192,1,1,0,NA,NA,NA,1,1,0
395.077879850109,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
395.144805368044,2,2,1.41,NA,NA,NA,2,2,1.41
400.14085772094,2,2,NA,NA,NA,NA,2,2,NA
401.045980741266,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
404.137791909697,2,2,1,NA,NA,NA,2,2,1
405.267625473439,1,1,NA,NA,NA,NA,1,1,NA
406.195694970106,2,2,NA,NA,NA,NA,2,2,NA
410.190367950744,1.75,2,0.5,NA,NA,NA,1.75,2,0.5
414.122102220867,1,1,0,NA,NA,NA,1,1,0
416.136294398459,2,2,NA,NA,NA,NA,2,2,NA
420.096231460504,1,1,0,NA,NA,NA,1,1,0
429.00129148177,1,1,NA,NA,NA,NA,1,1,NA
430.195644849343,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
435.193889302905,1,1,NA,NA,NA,NA,1,1,NA
443.05550110709,3.33,3,0.58,NA,NA,NA,3.33,3,0.58
443.056012713081,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
451.082633452168,6.86,7,1.77,NA,NA,NA,6.86,7,1.77
462.116104524389,1,1,NA,NA,NA,NA,1,1,NA
465.097496110567,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
470.117858329773,5,5,NA,NA,NA,NA,5,5,NA
470.153290217306,1,1,NA,NA,NA,NA,1,1,NA
471.086801221449,2.67,1,2.89,NA,NA,NA,2.67,1,2.89
474.03185380099,2,2,NA,NA,NA,NA,2,2,NA
477.044554202232,2.33,3,1.41,NA,NA,NA,2.33,3,1.41
477.061674265462,1.67,1,1.15,NA,NA,NA,1.67,1,1.15
486.068545895545,2,2,0,NA,NA,NA,2,2,0
486.104916946317,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
488.067772337449,1,1,0,NA,NA,NA,1,1,0
491.185150277718,1,1,0,NA,NA,NA,1,1,0
501.059348219035,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
503.077964979832,1,1,0,NA,NA,NA,1,1,0
511.196299483632,1,1,0,NA,NA,NA,1,1,0
513.097487343711,1,1,0,NA,NA,NA,1,1,0
515.031038974974,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
515.150861163417,1.25,1,0.5,NA,NA,NA,1.25,1,0.5
517.047839785208,3.25,3.5,0.96,NA,NA,NA,3.25,3.5,0.96
517.093470228824,2.2,2,0.84,NA,NA,NA,2.2,2,0.84
518.058489648079,1,1,NA,NA,NA,NA,1,1,NA
519.069587270768,1,1,NA,NA,NA,NA,1,1,NA
519.136038847664,1.5,1,1,NA,NA,NA,1.5,1,1
522.051566917915,1,1,NA,NA,NA,NA,1,1,NA
531.209032059868,2.33,2,1.53,NA,NA,NA,2.33,2,1.53
541.026564504816,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
541.053906108778,1,1,NA,NA,NA,NA,1,1,NA
544.101546878993,1,1,NA,NA,NA,NA,1,1,NA
547.104403886608,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
549.120305264203,2,2,NA,NA,NA,NA,2,2,NA
550.082184636997,2,2,NA,NA,NA,NA,2,2,NA
551.157242646532,1.75,1.5,0.96,NA,NA,NA,1.75,1.5,0.96
553.112488118296,1.86,2,0.69,NA,NA,NA,1.86,2,0.69
553.208124023165,2.4,2,1.9,NA,NA,NA,2.4,2,1.9
553.208570788798,1.5,1.5,0.58,NA,NA,NA,1.5,1.5,0.58
555.237329875349,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
556.202167468976,3,3,NA,NA,NA,NA,3,3,NA
557.124060907091,1.5,1.5,0.58,NA,NA,NA,1.5,1.5,0.58
558.116932146837,1,1,0,NA,NA,NA,1,1,0
558.204901529652,1,1,NA,NA,NA,NA,1,1,NA
559.078774554263,1,1,NA,NA,NA,NA,1,1,NA
561.102072921065,2.5,2.5,0.58,NA,NA,NA,2.5,2.5,0.58
562.163698938137,1.75,1.5,0.96,NA,NA,NA,1.75,1.5,0.96
563.204181533712,1,1,NA,NA,NA,NA,1,1,NA
567.128240440381,1.57,1,0.79,NA,NA,NA,1.57,1,0.79
569.22257412572,1,1,0,NA,NA,NA,1,1,0
570.073408531797,1.25,1,0.5,NA,NA,NA,1.25,1,0.5
571.122949134383,2.53,2,1.18,NA,NA,NA,2.53,2,1.18
573.101783997473,2.36,2,1.55,NA,NA,NA,2.36,2,1.55
573.10222247826,1.29,1,0.49,NA,NA,NA,1.29,1,0.49
573.330418423578,1,1,NA,NA,NA,NA,1,1,NA
575.127181456335,2,2,NA,NA,NA,NA,2,2,NA
575.135686827865,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
576.20740547022,1,1,NA,NA,NA,NA,1,1,NA
577.184127624942,2,2,1.41,NA,NA,NA,2,2,1.41
578.152081858223,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
581.202496035471,4.75,5,1.26,NA,NA,NA,4.75,5,1.26
581.239740389672,2,2,NA,NA,NA,NA,2,2,NA
583.255628001093,2,2,0,NA,NA,NA,2,2,0
586.082425170779,1,1,NA,NA,NA,NA,1,1,NA
587.052909519746,4.33,5,1.15,NA,NA,NA,4.33,5,1.15
588.06350870885,5,5,NA,NA,NA,NA,5,5,NA
589.140636504756,1,1,0,NA,NA,NA,1,1,0
590.186414703672,1,1,NA,NA,NA,NA,1,1,NA
593.178886820162,1,1,0,NA,NA,NA,1,1,0
595.229607518172,2.88,3,0.35,NA,NA,NA,2.88,3,0.35
595.232239921413,2,2,1,NA,NA,NA,2,2,1
597.072359666695,2,2,1.41,NA,NA,NA,2,2,1.41
597.19648487594,1.75,1,1.5,NA,NA,NA,1.75,1,1.5
598.140931938738,2,2,0,NA,NA,NA,2,2,0
599.030524052604,1,1,NA,NA,NA,NA,1,1,NA
599.248995764479,1,1,0,NA,NA,NA,1,1,0
601.08240940458,3,3,1.22,NA,NA,NA,3,3,1.22
601.132429278349,1,1,NA,NA,NA,NA,1,1,NA
601.214248143698,5,5,2.83,NA,NA,NA,5,5,2.83
601.240386562828,2,2,NA,NA,NA,NA,2,2,NA
603.06156626389,1,1,NA,NA,NA,NA,1,1,NA
603.156157505805,1,1,NA,NA,NA,NA,1,1,NA
604.130374813302,1.67,1,1.12,NA,NA,NA,1.67,1,1.12
606.180936562772,1,1,NA,NA,NA,NA,1,1,NA
607.146514171632,3.5,3.5,0.71,NA,NA,NA,3.5,3.5,0.71
608.131960947659,1,1,NA,NA,NA,NA,1,1,NA
609.233127157156,2,2,NA,NA,NA,NA,2,2,NA
609.253875321822,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
610.150940481794,1,1,NA,NA,NA,NA,1,1,NA
611.153935808424,7,7,1.58,NA,NA,NA,7,7,1.58
611.249481053527,1.83,2,0.75,NA,NA,NA,1.83,2,0.75
615.147611760503,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
615.15512393387,2,2,0,NA,NA,NA,2,2,0
615.28056404532,1.4,1,0.55,NA,NA,NA,1.4,1,0.55
616.152034892691,5,5,NA,NA,NA,NA,5,5,NA
616.210529336985,2,2,NA,NA,NA,NA,2,2,NA
617.136673032366,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
620.132440576113,1.25,1,0.5,NA,NA,NA,1.25,1,0.5
621.036847663884,10,8,3.94,NA,NA,NA,10,8,3.94
622.14816263558,1,1,0,NA,NA,NA,1,1,0
623.213585043371,2.75,2.5,0.96,NA,NA,NA,2.75,2.5,0.96
623.214669511945,1,1,NA,NA,NA,NA,1,1,NA
623.22753424211,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
624.156427432329,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
625.192498331316,6.58,6,1.74,NA,NA,NA,6.58,6,1.74
625.229996653135,2,2,1.41,NA,NA,NA,2,2,1.41
629.150062648439,1,1,0,NA,NA,NA,1,1,0
629.258720722516,2,2,1.22,NA,NA,NA,2,2,1.22
629.295561607848,2,2,NA,NA,NA,NA,2,2,NA
631.153151090069,1,1,NA,NA,NA,NA,1,1,NA
631.179528097952,1.43,1,0.79,NA,NA,NA,1.43,1,0.79
631.18775116293,4,4,NA,NA,NA,NA,4,4,NA
634.221552790954,1.57,1,0.79,NA,NA,NA,1.57,1,0.79
634.257938373629,2.2,1,1.79,NA,NA,NA,2.2,1,1.79
637.169717264723,1,1,0,NA,NA,NA,1,1,0
637.242716751744,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
639.099724943667,3.5,4,1.07,NA,NA,NA,3.5,4,1.07
639.134048775187,1,1,0,NA,NA,NA,1,1,0
639.244978211123,7,7,NA,NA,NA,NA,7,7,NA
641.113710915201,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
641.201214958345,2.88,3,1.46,NA,NA,NA,2.88,3,1.46
641.259357606337,1.5,1.5,0.58,NA,NA,NA,1.5,1.5,0.58
641.313206934801,2,2,NA,NA,NA,NA,2,2,NA
643.151893837267,4.6,5,1.84,NA,NA,NA,4.6,5,1.84
645.126461794879,1,1,NA,NA,NA,NA,1,1,NA
645.293046444436,2.5,2.5,0.58,NA,NA,NA,2.5,2.5,0.58
647.051035307448,1,1,NA,NA,NA,NA,1,1,NA
647.189405616536,2,2,NA,NA,NA,NA,2,2,NA
650.208246901486,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
651.082452287892,2.25,2,0.5,NA,NA,NA,2.25,2,0.5
651.220013229528,3,3,NA,NA,NA,NA,3,3,NA
655.078261904302,2.25,2,1.26,NA,NA,NA,2.25,2,1.26
655.080407361315,1,1,NA,NA,NA,NA,1,1,NA
655.204358058319,2,2,0,NA,NA,NA,2,2,0
655.276794460217,3,3,NA,NA,NA,NA,3,3,NA
657.129352944467,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
657.168553022792,2,2,NA,NA,NA,NA,2,2,NA
659.269723041803,1,1,0,NA,NA,NA,1,1,0
660.200871218994,2,2,1.41,NA,NA,NA,2,2,1.41
661.226977999325,3,3,NA,NA,NA,NA,3,3,NA
662.180410487281,4.67,5,1.53,NA,NA,NA,4.67,5,1.53
662.215304204558,1,1,NA,NA,NA,NA,1,1,NA
662.252250312442,1,1,0,NA,NA,NA,1,1,0
664.18885935457,2.25,2.5,0.96,NA,NA,NA,2.25,2.5,0.96
665.201588387139,1,1,NA,NA,NA,NA,1,1,NA
666.175333222667,2.2,2,0.84,NA,NA,NA,2.2,2,0.84
667.166654764951,2.2,2,0.84,NA,NA,NA,2.2,2,0.84
667.180207605873,2,2,NA,NA,NA,NA,2,2,NA
667.202298465611,2.67,3,1.53,NA,NA,NA,2.67,3,1.53
667.240400434135,2,2,1,NA,NA,NA,2,2,1
668.110131495181,1,1,NA,NA,NA,NA,1,1,NA
669.254852693442,2.92,3,0.51,NA,NA,NA,2.92,3,0.51
670.173060571008,2,2,NA,NA,NA,NA,2,2,NA
671.10800179985,2,2,NA,NA,NA,NA,2,2,NA
671.148195653842,1,1,0,NA,NA,NA,1,1,0
671.183229642109,4,4,0.71,NA,NA,NA,4,4,0.71
671.21152357618,3.67,4,1.53,NA,NA,NA,3.67,4,1.53
672.082385517464,1,1,NA,NA,NA,NA,1,1,NA
673.226903808047,6,6,0,NA,NA,NA,6,6,0
673.321661874449,2,2,NA,NA,NA,NA,2,2,NA
675.082162626687,4,4,0,NA,NA,NA,4,4,0
676.270754981312,1,1,NA,NA,NA,NA,1,1,NA
678.24164405893,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
679.113792766711,2.17,2,1.17,NA,NA,NA,2.17,2,1.17
679.217367900669,2,2,NA,NA,NA,NA,2,2,NA
679.225153717548,1.75,1.5,0.96,NA,NA,NA,1.75,1.5,0.96
681.071707018043,2.33,3,1.15,NA,NA,NA,2.33,3,1.15
681.217398036682,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
683.075304418281,2,2,NA,NA,NA,NA,2,2,NA
683.145759644536,2.57,1,2.07,NA,NA,NA,2.57,1,2.07
683.162827827824,2.33,2,0.58,NA,NA,NA,2.33,2,0.58
683.269624867941,2,2,NA,NA,NA,NA,2,2,NA
685.103256258163,1,1,0,NA,NA,NA,1,1,0
685.126177045001,2,2,1.41,NA,NA,NA,2,2,1.41
685.163958325668,2,2,NA,NA,NA,NA,2,2,NA
685.200409036702,1,1,0,NA,NA,NA,1,1,0
685.227030574627,3.4,3,1.67,NA,NA,NA,3.4,3,1.67
689.061339094791,1,1,NA,NA,NA,NA,1,1,NA
689.13469868802,4,4,0,NA,NA,NA,4,4,0
690.204019862159,18,18,NA,NA,NA,NA,18,18,NA
693.202720002243,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
695.072001084769,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
697.14063430677,5,5,0.82,NA,NA,NA,5,5,0.82
697.175833061291,3,3,NA,NA,NA,NA,3,3,NA
697.212680581976,1,1,NA,NA,NA,NA,1,1,NA
697.248563652061,2,2,NA,NA,NA,NA,2,2,NA
697.249837998921,3,3,1.83,NA,NA,NA,3,3,1.83
699.191329479308,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
699.192727090197,2.83,2.5,1.47,NA,NA,NA,2.83,2.5,1.47
699.225654256177,2,2,NA,NA,NA,NA,2,2,NA
701.282491693522,1.25,1,0.5,NA,NA,NA,1.25,1,0.5
703.079766868905,1.75,1.5,0.96,NA,NA,NA,1.75,1.5,0.96
703.152409801628,2.2,2,0.84,NA,NA,NA,2.2,2,0.84
703.222703162284,1.8,2,0.84,NA,NA,NA,1.8,2,0.84
703.259699829089,1.17,1,0.41,NA,NA,NA,1.17,1,0.41
705.057154763526,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
706.208613923036,1,1,NA,NA,NA,NA,1,1,NA
707.148243804996,1,1,NA,NA,NA,NA,1,1,NA
708.293303475394,1,1,NA,NA,NA,NA,1,1,NA
709.088793617053,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
711.190653381033,2,2,0,NA,NA,NA,2,2,0
711.227669257602,1.25,1,0.5,NA,NA,NA,1.25,1,0.5
711.265942771381,7,7,1,NA,NA,NA,7,7,1
713.097804249658,2,2,0,NA,NA,NA,2,2,0
713.1199352284,2.5,2,1,NA,NA,NA,2.5,2,1
713.19297103132,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
713.230280598129,1.8,2,0.84,NA,NA,NA,1.8,2,0.84
715.261746841751,1.25,1,0.5,NA,NA,NA,1.25,1,0.5
717.241426697326,2,2,1,NA,NA,NA,2,2,1
719.144586104236,1,1,0,NA,NA,NA,1,1,0
722.236685134517,2,2,NA,NA,NA,NA,2,2,NA
723.265823149895,16.5,16.5,2.12,NA,NA,NA,16.5,16.5,2.12
725.120808821092,11.33,11,2.52,NA,NA,NA,11.33,11,2.52
725.173099035011,3,3,0,NA,NA,NA,3,3,0
725.209165870461,6,6,0.82,NA,NA,NA,6,6,0.82
725.24457513153,3.5,3.5,2.12,NA,NA,NA,3.5,3.5,2.12
725.245172054291,12,12,NA,NA,NA,NA,12,12,NA
727.225578137641,1,1,0,NA,NA,NA,1,1,0
727.295095139982,2,2,NA,NA,NA,NA,2,2,NA
727.296402639201,2.33,2,1.53,NA,NA,NA,2.33,2,1.53
729.13009483336,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
733.12688756275,1.5,1,1,NA,NA,NA,1.5,1,1
737.242920188682,5,5,NA,NA,NA,NA,5,5,NA
737.267718329192,1.67,1,1.15,NA,NA,NA,1.67,1,1.15
739.13487041719,1,1,NA,NA,NA,NA,1,1,NA
739.187813597887,8.5,8.5,3.54,NA,NA,NA,8.5,8.5,3.54
739.224055575506,3,3,0,NA,NA,NA,3,3,0
739.260373086045,2,2,1,NA,NA,NA,2,2,1
741.222570848291,4,4,NA,NA,NA,NA,4,4,NA
741.240919980381,1.4,1,0.89,NA,NA,NA,1.4,1,0.89
741.263932281593,2,2,NA,NA,NA,NA,2,2,NA
741.277518446799,2,2,NA,NA,NA,NA,2,2,NA
741.31140144116,1,1,0,NA,NA,NA,1,1,0
743.181345981301,2,2,NA,NA,NA,NA,2,2,NA
743.183964316028,2.17,1.5,1.47,NA,NA,NA,2.17,1.5,1.47
745.090609365242,2.2,2,0.45,NA,NA,NA,2.2,2,0.45
745.305650674235,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
745.309098951055,3,2,2.65,NA,NA,NA,3,2,2.65
745.343387653723,2,2,0,NA,NA,NA,2,2,0
747.140376810168,1,1,NA,NA,NA,NA,1,1,NA
747.215566209057,2,2,0.53,NA,NA,NA,2,2,0.53
749.230815956163,2.88,3,1.25,NA,NA,NA,2.88,3,1.25
751.171373125865,1,1,NA,NA,NA,NA,1,1,NA
753.148996720323,1,1,0,NA,NA,NA,1,1,0
753.186451561515,1.75,2,0.5,NA,NA,NA,1.75,2,0.5
753.23919346599,1,1,NA,NA,NA,NA,1,1,NA
755.18209934761,3,3,0,NA,NA,NA,3,3,0
755.22104547987,2,2,NA,NA,NA,NA,2,2,NA
755.328557296447,3,3,NA,NA,NA,NA,3,3,NA
757.235646658045,3.62,3.5,1.77,NA,NA,NA,3.62,3.5,1.77
757.270463974888,4.25,4,1.26,NA,NA,NA,4.25,4,1.26
757.305666154431,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
759.175896337461,2,2,NA,NA,NA,NA,2,2,NA
759.213386082199,2,2,1.41,NA,NA,NA,2,2,1.41
759.323426434957,12,12,2.83,NA,NA,NA,12,12,2.83
761.191649289499,1,1,0,NA,NA,NA,1,1,0
763.317076812487,1,1,0,NA,NA,NA,1,1,0
765.188540348645,6.6,7,0.55,NA,NA,NA,6.6,7,0.55
765.222570315315,2,2,0.82,NA,NA,NA,2,2,0.82
765.25993526459,2,2,1.41,NA,NA,NA,2,2,1.41
765.289349147843,1,1,NA,NA,NA,NA,1,1,NA
767.240006095111,2,2,0.82,NA,NA,NA,2,2,0.82
767.241591791683,1.4,1,0.55,NA,NA,NA,1.4,1,0.55
769.183081388826,5,5,NA,NA,NA,NA,5,5,NA
769.254642087589,3.5,3.5,0.71,NA,NA,NA,3.5,3.5,0.71
769.268671373468,1,1,0,NA,NA,NA,1,1,0
771.214670487914,2,2,NA,NA,NA,NA,2,2,NA
771.248626962656,2,2,1.41,NA,NA,NA,2,2,1.41
771.323634620647,4.67,5,1.53,NA,NA,NA,4.67,5,1.53
773.192498458472,1,1,0,NA,NA,NA,1,1,0
773.303877415203,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
775.170321543044,2,1,2,NA,NA,NA,2,1,2
775.316928249824,2,2,1,NA,NA,NA,2,2,1
777.188326504915,8.71,8,1.6,NA,NA,NA,8.71,8,1.6
779.204555945374,3.4,3,1.14,NA,NA,NA,3.4,3,1.14
779.241584165274,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
779.278199565348,1.33,1,0.52,NA,NA,NA,1.33,1,0.52
781.21830423034,1,1,0,NA,NA,NA,1,1,0
781.269972441138,1,1,NA,NA,NA,NA,1,1,NA
781.292247187207,4,4,NA,NA,NA,NA,4,4,NA
783.213988257989,5,5,NA,NA,NA,NA,5,5,NA
783.253328256513,1,1,NA,NA,NA,NA,1,1,NA
783.288361936835,5,5,2.83,NA,NA,NA,5,5,2.83
783.299498281237,5,5,NA,NA,NA,NA,5,5,NA
785.230600200494,2,2,NA,NA,NA,NA,2,2,NA
785.301587172633,3,3,1,NA,NA,NA,3,3,1
789.333525853477,2.67,3,1.53,NA,NA,NA,2.67,3,1.53
793.184882334447,1,1,0,NA,NA,NA,1,1,0
795.236325832338,1,1,0,NA,NA,NA,1,1,0
797.229601829277,2,2,NA,NA,NA,NA,2,2,NA
797.303157776565,2,2,1.41,NA,NA,NA,2,2,1.41
799.315570386388,2,2,NA,NA,NA,NA,2,2,NA
801.225460479635,1.5,1,1,NA,NA,NA,1.5,1,1
801.332291249885,1,1,NA,NA,NA,NA,1,1,NA
803.202654295064,2.33,3,1.15,NA,NA,NA,2.33,3,1.15
803.237993935979,1,1,0,NA,NA,NA,1,1,0
803.311713392951,2.2,2,1.64,NA,NA,NA,2.2,2,1.64
805.183485347784,5,5,NA,NA,NA,NA,5,5,NA
805.184596383367,1.33,1,0.58,NA,NA,NA,1.33,1,0.58
805.220961576393,1,1,NA,NA,NA,NA,1,1,NA
805.29338713406,2.73,3,1.27,NA,NA,NA,2.73,3,1.27
807.3084650598,2,2,NA,NA,NA,NA,2,2,NA
809.213916066432,3.5,3.5,0.71,NA,NA,NA,3.5,3.5,0.71
809.24827621248,1.2,1,0.45,NA,NA,NA,1.2,1,0.45
809.287266860239,4,4,NA,NA,NA,NA,4,4,NA
809.301571277036,1,1,0,NA,NA,NA,1,1,0
809.34036891063,2,2,NA,NA,NA,NA,2,2,NA
811.24520824797,2,2,NA,NA,NA,NA,2,2,NA
812.327226695016,1,1,NA,NA,NA,NA,1,1,NA
813.295212680657,1.8,2,0.84,NA,NA,NA,1.8,2,0.84
815.206370916015,1,1,NA,NA,NA,NA,1,1,NA
815.27819274392,2.75,1.5,2.87,NA,NA,NA,2.75,1.5,2.87
815.313182585507,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
815.314862195762,1.25,1,0.5,NA,NA,NA,1.25,1,0.5
817.218929113567,3.38,3,3.02,NA,NA,NA,3.38,3,3.02
817.255046374579,4.25,4,1.5,NA,NA,NA,4.25,4,1.5
817.292546815238,2.75,3,0.71,NA,NA,NA,2.75,3,0.71
817.327371381229,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
819.159214267611,1,1,NA,NA,NA,NA,1,1,NA
819.305426111104,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
820.235262196252,1,1,NA,NA,NA,NA,1,1,NA
821.17816909845,1,1,NA,NA,NA,NA,1,1,NA
821.217186438844,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
821.287509130695,3,3,1.22,NA,NA,NA,3,3,1.22
821.323966789996,4,4,1.53,NA,NA,NA,4,4,1.53
823.279273633626,1,1,NA,NA,NA,NA,1,1,NA
825.245332106637,1.5,1.5,0.71,NA,NA,NA,1.5,1.5,0.71
827.313020032086,4,4,NA,NA,NA,NA,4,4,NA
827.314575226742,3.5,3.5,2.12,NA,NA,NA,3.5,3.5,2.12
829.289735063969,2.5,2.5,2.12,NA,NA,NA,2.5,2.5,2.12
831.232334784561,2,2,0,NA,NA,NA,2,2,0
831.340303840932,1,1,NA,NA,NA,NA,1,1,NA
833.252334335867,1.67,1,1.15,NA,NA,NA,1.67,1,1.15
833.288441947481,3,3,1.41,NA,NA,NA,3,3,1.41
835.229692350593,1,1,NA,NA,NA,NA,1,1,NA
835.230382550434,4,4,NA,NA,NA,NA,4,4,NA
835.265200811567,1,1,NA,NA,NA,NA,1,1,NA
837.278404366882,1,1,NA,NA,NA,NA,1,1,NA
837.27907166977,1,1,0,NA,NA,NA,1,1,0
837.317885432068,1,1,NA,NA,NA,NA,1,1,NA
839.260344037762,1,1,NA,NA,NA,NA,1,1,NA
841.293934004431,1,1,NA,NA,NA,NA,1,1,NA
843.27191331147,4,4,0,NA,NA,NA,4,4,0
843.274459722421,1,1,NA,NA,NA,NA,1,1,NA
843.308459835974,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
845.285040882366,1.67,1.5,0.82,NA,NA,NA,1.67,1.5,0.82
845.322536136216,2,2,1.41,NA,NA,NA,2,2,1.41
847.227460004379,1.25,1,0.5,NA,NA,NA,1.25,1,0.5
847.263678249795,1,1,0,NA,NA,NA,1,1,0
847.30097939257,3.5,3.5,2.12,NA,NA,NA,3.5,3.5,2.12
847.301537313497,2.5,2.5,2.12,NA,NA,NA,2.5,2.5,2.12
849.283689773448,1,1,0,NA,NA,NA,1,1,0
849.319641568884,4,4,1.41,NA,NA,NA,4,4,1.41
851.265254058278,1,1,NA,NA,NA,NA,1,1,NA
857.285290857611,2.5,2.5,0.71,NA,NA,NA,2.5,2.5,0.71
857.321782903725,3,3,NA,NA,NA,NA,3,3,NA
859.304268585464,2,2,NA,NA,NA,NA,2,2,NA
859.340738381984,2,2,NA,NA,NA,NA,2,2,NA
861.248045208938,1,1,0,NA,NA,NA,1,1,0
861.285269655087,1,1,NA,NA,NA,NA,1,1,NA
863.265241029214,1,1,NA,NA,NA,NA,1,1,NA
863.299316170161,2.5,2.5,2.12,NA,NA,NA,2.5,2.5,2.12
863.334947500448,2,2,NA,NA,NA,NA,2,2,NA
865.240008710751,1,1,NA,NA,NA,NA,1,1,NA
867.290251587032,1,1,NA,NA,NA,NA,1,1,NA
869.247022231428,1.67,2,0.58,NA,NA,NA,1.67,2,0.58
869.356852625019,2,2,NA,NA,NA,NA,2,2,NA
871.115377477196,2,2,NA,NA,NA,NA,2,2,NA
871.299129748298,1.75,2,0.5,NA,NA,NA,1.75,2,0.5
