"Mass","Mean","Median","SD","SED_Mean","SED_Median","SED_SD","SW_Mean","SW_Median","SW_SD"
379.092770639767,1.66,2,0.75,1.66,2,0.75,NA,NA,NA
379.10672590725,8.23,9,3.19,3.4,2.5,2.88,9.28,9,2.12
379.12462743734,24.5,25,3.42,23.33,24,3.06,28,28,NA
379.131884972552,9.01,9,2.66,5.96,5,1.88,10.05,10,2.01
379.204614804657,11.33,11,1.41,11.33,11,1.41,NA,NA,NA
379.316466579757,2,2,1.15,2,2,1.15,NA,NA,NA
380.098708383458,73.22,77,14.33,56.59,57,10.64,77.07,80,12.18
380.111187128625,2,2,0,2,2,0,NA,NA,NA
380.119091576111,2,2,NA,2,2,NA,NA,NA,NA
380.135097439088,81.45,83,11.2,71.72,73.5,8.94,83.29,85,10.66
380.142680366679,3,3,NA,3,3,NA,NA,NA,NA
380.146893355611,1,1,NA,1,1,NA,NA,NA,NA
380.178835045656,1,1,NA,1,1,NA,NA,NA,NA
380.207845661066,32.1,32,2.83,32.32,32.5,2.63,26,26,NA
381.051382791304,3,3,NA,3,3,NA,NA,NA,NA
381.061542542435,12.28,13,3.61,7.8,8,2.82,13.64,14,2.58
381.08947382445,1,1,NA,1,1,NA,NA,NA,NA
381.094868946203,1,1,NA,1,1,NA,NA,NA,NA
381.111355024407,4.5,4.5,2.12,3,3,NA,6,6,NA
381.121796662591,5,5,NA,5,5,NA,NA,NA,NA
382.07796611341,59.06,65,17.53,35.88,33.5,10.07,67.45,72,10.77
382.091237771891,3.86,4,1.07,3.83,4,1.17,4,4,NA
382.091440155896,1,1,NA,1,1,NA,NA,NA,NA
382.100685497613,2,2,NA,2,2,NA,NA,NA,NA
382.121717606031,1,1,NA,1,1,NA,NA,NA,NA
382.187415610874,3.44,4,1.33,3.14,3,1.35,4.5,4.5,0.71
383.040803950018,16.06,16,5.38,11.09,11,4.2,18,17.5,4.48
383.06667034637,1,1,NA,1,1,NA,NA,NA,NA
383.07752156812,5.14,5,0.9,5.5,6,1,4.67,5,0.58
383.080673374264,5.57,4,4.86,4,4,NA,5.69,4,5.04
383.089899232652,2,2,0,2,2,0,NA,NA,NA
383.090385167945,22.77,24,6.53,13.66,13,4.14,25.84,26,3.69
383.113618840515,44.16,45,4.2,36,36,NA,44.27,45,4.12
383.116824806182,9.8,10,4.09,4,4,NA,10.04,10,3.99
383.126063778042,2,2,NA,2,2,NA,NA,NA,NA
383.137291677599,1,1,NA,1,1,NA,NA,NA,NA
383.143576164499,1,1,NA,1,1,NA,NA,NA,NA
383.17261909193,1.2,1,0.42,1.2,1,0.42,NA,NA,NA
383.189738124942,11.3,9,5.58,7.57,8,1.72,13.31,15,5.95
384.093111848137,1.33,1,0.58,1.33,1,0.58,NA,NA,NA
384.137327720054,1,1,NA,1,1,NA,NA,NA,NA
384.143292817403,4.25,4.5,2.75,4.25,4.5,2.75,NA,NA,NA
385.019162802629,2,2,NA,2,2,NA,NA,NA,NA
385.040749562293,1,1,NA,1,1,NA,NA,NA,NA
385.05672456357,4,4,1.77,4,4,1.91,4,4,NA
385.069119232839,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
385.06960931556,34.05,37,8.89,20.48,20,5.8,37.95,39,4.87
385.092926405133,63.47,68,11.56,49.06,51,9.32,68.47,70,7.27
385.096170585009,13.2,12.5,5.67,9.5,9.5,3.54,13.29,13,5.7
385.165678413109,50.54,51,4.57,46,46,NA,50.6,51,4.57
385.168188462899,5,5,NA,5,5,NA,NA,NA,NA
386.163299012516,1.15,1,0.38,1,1,0,1.4,1,0.55
387.056098954397,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
387.071341309843,4,4,NA,4,4,NA,NA,NA,NA
387.072370550023,2.6,3,1.67,2.6,3,1.67,NA,NA,NA
387.121869596264,3,2,2.65,3,2,2.65,NA,NA,NA
387.138875631434,1,1,NA,1,1,NA,NA,NA,NA
387.181292537881,32.53,32,3.74,30,31,4.4,32.72,32,3.64
388.124584966382,1.17,1,0.39,1.1,1,0.32,1.5,1.5,0.71
388.133285491785,1.67,1,1.03,2,2,1.41,1.5,1,1
388.205132052361,2,2,NA,2,2,NA,NA,NA,NA
389.051674606489,3.38,3.5,1.69,3.38,3.5,1.69,NA,NA,NA
389.112971818262,3,3,NA,3,3,NA,NA,NA,NA
389.154417162062,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
389.163781187186,6.7,5,3.88,4.15,4,1.77,11.43,12,1.13
390.165966310171,4,4,2.83,4,4,2.83,NA,NA,NA
390.195621146202,6.86,7,2.41,7.27,7,2.08,3.5,3,2.52
391.079147315405,1,1,NA,1,1,NA,NA,NA,NA
391.106931466376,4,4,2.83,3,3,NA,4.2,5,3.11
391.175480042541,2,2,NA,2,2,NA,NA,NA,NA
391.252303209992,3.21,3,1.09,3.37,3,0.88,2.57,3,1.62
391.261378920694,1,1,NA,1,1,NA,NA,NA,NA
391.262300934238,3.78,3,3.19,4.12,3.5,3.23,1,1,NA
392.062310029934,51.98,55,16.09,31.26,31,7.01,58.81,62,11.8
392.111709160009,9.91,11,2.17,9.67,10,2.42,10.2,11,2.05
392.135112479809,67.86,69,9.31,57.67,60,7.02,68.82,70,8.94
392.17489022046,11,11,0,11,11,0,NA,NA,NA
392.210394286619,3,3,0,3,3,0,NA,NA,NA
392.22925831777,3.45,4,1.57,3.45,4,1.57,NA,NA,NA
392.293666058436,9.67,10,2.22,9.67,10,2.22,NA,NA,NA
393.122314190429,8.12,8,2.92,3.4,3,0.55,9,8,2.24
393.137634030837,10.2,13,7.33,2.5,2.5,2.12,15.33,15,2.52
393.18391957303,7.36,7,3.67,4.71,5,1.59,10.73,9,2.61
393.190744812151,1.56,1,0.92,1.56,1,0.92,NA,NA,NA
393.227684265808,2,2,NA,2,2,NA,NA,NA,NA
393.258968535059,2.3,2,0.95,2.3,2,0.95,NA,NA,NA
394.078025989342,41.62,46.5,12.43,22.7,24,7.06,47.66,50,6.04
394.114410814632,47.65,50.5,8.14,35.52,37,6.73,50.33,52,5.59
394.135721875843,2.94,2,1.82,2.6,2,2.07,3.08,3,1.78
394.187159954987,44.7,45,4.91,44.26,44,4.3,45.37,46,5.74
394.187445361609,3.75,4,1.96,4,4,2.52,3.4,4,0.89
395.040831782481,12.6,13,2.82,11.5,11.5,3.11,12.93,13,2.68
395.090449637183,6.19,6.5,2.67,2.43,2,1.4,7.04,7,2.09
395.126787957415,10.64,12,4.26,5.58,5,2.32,13.22,13,2.19
395.199795272067,2.62,2.5,1.77,3,3,1.87,2,1,1.73
396.114415812547,1.4,1,0.89,3,3,NA,1,1,0
396.130311631177,3.67,3,2.08,2,2,NA,4.5,4.5,2.12
396.197419255616,1.25,1,0.5,1.25,1,0.5,NA,NA,NA
396.210290807704,1,1,NA,1,1,NA,NA,NA,NA
396.853887974193,1.95,2,0.4,1.89,2,0.32,3,3,NA
397.021249425195,2.53,3,0.92,2.64,3,0.84,1,1,NA
397.045761025001,3,3,NA,3,3,NA,NA,NA,NA
397.067130964104,4.92,5,2.58,6.67,8,2.83,4.36,4,2.26
397.069607274104,30.92,34,8.14,18,17,6.11,33.84,35,5.15
397.091938691603,2,2,NA,2,2,NA,NA,NA,NA
397.138238756062,3.18,2,2.06,5.56,5,1.24,2.05,2,1.22
397.170969921084,2,2,NA,2,2,NA,NA,NA,NA
397.196468817823,8.21,8.5,1.25,8.21,8.5,1.25,NA,NA,NA
397.207691741383,3.67,4,1.53,3.67,4,1.53,NA,NA,NA
397.245656078101,12.57,13,2.5,12.57,13,2.5,NA,NA,NA
398.072932889722,58.12,64,13.72,32.72,33.5,9.61,62.99,65,7.68
398.108650227224,1,1,NA,1,1,NA,NA,NA,NA
398.11655715383,1,1,NA,1,1,NA,NA,NA,NA
398.153998760297,2.33,2,0.58,2.33,2,0.58,NA,NA,NA
398.158902404118,2.78,2,1.64,2.78,2,1.64,NA,NA,NA
398.181414658943,1,1,NA,1,1,NA,NA,NA,NA
398.906021645641,4.33,4,0.55,4.35,4,0.56,4,4,NA
399.034699621823,1,1,NA,1,1,NA,NA,NA,NA
399.061502420896,4,4,1.41,4,4,1.41,NA,NA,NA
399.111745140657,10.86,10,4.02,4,4,NA,10.96,10,3.96
399.117620500952,12.4,12,2.66,12.4,12,2.66,NA,NA,NA
399.13939065402,31.24,31,5.63,29.86,30,4.07,31.66,31,5.99
399.142997271846,3.09,3,1.38,3.09,3,1.38,NA,NA,NA
399.167559032733,1,1,NA,1,1,NA,NA,NA,NA
399.184773571031,2.5,2.5,2.12,1,1,NA,4,4,NA
400.132317518449,1,1,0,1,1,0,NA,NA,NA
400.137521280381,6.57,7,1.4,6.57,7,1.4,NA,NA,NA
400.138163038753,2.56,2,1.88,2.56,2,1.88,NA,NA,NA
401.064494478272,30.48,33,7.86,18.33,17,4.34,33.19,34,5.56
401.077143787211,4,4,NA,4,4,NA,NA,NA,NA
401.091068124498,10.01,9.5,4.97,8.5,8.5,4.95,10.04,9.5,4.99
401.160580362814,67.38,68,6.12,57.7,58,4.9,68.41,69,5.29
401.196934385873,22.1,23,3.81,18.67,19,3.69,22.82,23,3.44
402.103684965323,2,2,NA,2,2,NA,NA,NA,NA
402.158337289971,2.73,2,1.47,4.18,4,1.47,2.12,2,0.95
402.199421307973,7.43,8,0.84,7.43,8,0.84,NA,NA,NA
402.257401995681,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
403.032118817891,1.11,1,0.33,1.11,1,0.33,NA,NA,NA
403.066178934514,4,4,NA,4,4,NA,NA,NA,NA
403.092973428597,1,1,0,1,1,0,NA,NA,NA
403.103960987031,4,4,NA,4,4,NA,NA,NA,NA
403.115665535571,1,1,NA,1,1,NA,NA,NA,NA
403.123667394458,4,4,NA,4,4,NA,NA,NA,NA
403.139133249156,2,2,NA,2,2,NA,NA,NA,NA
403.144648046248,1.17,1,0.38,1.17,1,0.38,NA,NA,NA
403.175454907894,1,1,NA,1,1,NA,NA,NA,NA
403.176282633671,29.58,32,5.98,21.38,21,4.15,32.78,33,2.54
403.179669978815,4.33,4.5,0.82,4,4,NA,4.4,5,0.89
403.211881565615,2,2,NA,2,2,NA,NA,NA,NA
403.212878560835,2.3,2.5,1.25,2,2,NA,2.33,3,1.32
404.163711611289,2,2,NA,2,2,NA,NA,NA,NA
404.221074841665,1.75,2,0.5,1.75,2,0.5,NA,NA,NA
404.283951990435,2.14,2,0.38,2.14,2,0.38,NA,NA,NA
405.046635528358,2.5,2.5,0.71,2.5,2.5,0.71,NA,NA,NA
405.108356756688,1.33,1,0.55,1.33,1,0.55,NA,NA,NA
405.118556030186,2.5,2.5,0.71,2.5,2.5,0.71,NA,NA,NA
405.144974364466,7.18,7,1.61,7.18,7,1.61,NA,NA,NA
405.165490864324,2,2,NA,2,2,NA,NA,NA,NA
405.175835067435,2,2,NA,2,2,NA,NA,NA,NA
405.18582267107,3,3,NA,3,3,NA,NA,NA,NA
405.191157784949,2,1.5,1.41,2,1.5,1.41,NA,NA,NA
405.19186316774,43.02,44,4.81,39.71,39,3.87,44.35,45,4.52
405.227687274931,1,1,NA,1,1,NA,NA,NA,NA
405.228219171149,15.14,14,2.57,15.67,15.5,4.18,15.05,14,2.29
406.099336207258,3,3.5,1.67,3,3,NA,3,4,1.87
406.114354531053,79.14,82,10.37,62.38,63,9.62,80.56,83,9.14
407.105453211077,1.71,2,0.6,1.71,2,0.6,NA,NA,NA
407.105723536148,1.67,1.5,0.82,1.67,1.5,0.82,NA,NA,NA
407.243831737634,6.21,6,2.26,4.89,5,1.54,8.6,8,0.89
407.256269455935,2,2,NA,2,2,NA,NA,NA,NA
407.257137708246,3,2.5,1.51,3,2.5,1.51,NA,NA,NA
408.106260100513,3.75,3.5,1.71,3,3,1,6,6,NA
408.151359478558,2.62,2,1.41,3.8,4,1.3,2.09,2,1.14
408.168730331538,1.2,1,0.45,1.2,1,0.45,NA,NA,NA
408.179655261775,4.5,4.5,2.12,4.5,4.5,2.12,NA,NA,NA
408.197601911241,1,1,NA,1,1,NA,NA,NA,NA
409.096104912536,10.86,12.5,4.79,3.33,2,3.21,12.91,13,2.47
409.172414696953,2.36,2,0.67,2.36,2,0.67,NA,NA,NA
409.191556368608,1.44,1,0.53,1.44,1,0.53,NA,NA,NA
409.203586655221,1.67,2,0.5,1.67,2,0.5,NA,NA,NA
410.086109071067,1.67,2,0.52,1.67,2,0.52,NA,NA,NA
410.10923880791,20.89,21,4.38,15.29,15,1.98,22.55,22,3.41
410.116587148197,1,1,NA,1,1,NA,NA,NA,NA
410.129456025274,2,2,NA,2,2,NA,NA,NA,NA
410.182362156545,4.21,4,2.32,3.88,4,2.47,4.45,4,2.3
410.195330321223,2.78,2,2.28,2.78,2,2.28,NA,NA,NA
410.218456729664,45.83,46.5,4.71,45.83,46.5,4.71,NA,NA,NA
411.072133737387,23.76,24,3.46,21.42,21,2.93,24.6,25,3.26
411.107652019415,1.25,1,0.46,1.25,1,0.46,NA,NA,NA
411.122002521777,1.88,1.5,1.13,1.88,1.5,1.13,NA,NA,NA
411.175854018128,6.75,5.5,2.31,5.5,5.5,0.71,7.17,6.5,2.56
411.195973593748,2,2,NA,2,2,NA,NA,NA,NA
411.204116307341,2.89,3,1.28,2.89,3,1.28,NA,NA,NA
411.204479013282,1.75,2,0.5,1.75,2,0.5,NA,NA,NA
411.21486464407,3,3,NA,3,3,NA,NA,NA,NA
412.102415465931,2,2,NA,2,2,NA,NA,NA,NA
412.118636979909,1,1,NA,1,1,NA,NA,NA,NA
412.124911825025,60.81,65,12.29,46.68,46.5,10.88,64.98,68,9.22
412.125151525757,4.33,4,2.52,4.33,4,2.52,NA,NA,NA
412.138154148032,4.86,5,2.79,4.86,5,2.79,NA,NA,NA
412.161623972514,4.7,4.5,2.16,4,5,2.35,5.4,4,1.95
412.962271213335,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
413.08779504857,40.84,43,7.59,31.88,33,6.22,44.19,45,4.86
413.099875552338,1,1,NA,1,1,NA,NA,NA,NA
413.101144099922,3.7,3.5,1.42,3.78,4,1.48,3,3,NA
413.136621335311,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
413.157447892171,2,2,NA,2,2,NA,NA,NA,NA
413.15855202173,3.88,3,2.36,3.88,3,2.36,NA,NA,NA
413.233257262884,1.74,1,1.1,1.74,1,1.1,NA,NA,NA
414.117414241012,2.12,2,1.13,2.12,2,1.13,NA,NA,NA
414.14008880801,1,1,0,1,1,0,NA,NA,NA
414.16908696361,2,2,0,2,2,NA,2,2,NA
414.221671517079,1.92,2,1.16,2,2,1.18,1,1,NA
414.257176772037,1,1,NA,1,1,NA,NA,NA,NA
415.067448468382,2.69,2,1.44,2.69,2,1.44,NA,NA,NA
415.070408490821,15.22,15,5.48,8.4,7,7.27,15.63,16,5.12
415.102370255644,2,2,0,2,2,0,NA,NA,NA
415.134275216996,17.25,18,4.58,11.17,11,3.34,19.11,20,3.05
415.140115640309,2.58,2,1.51,2.33,2,1.22,3.33,2,2.31
415.143374292305,3.08,3,1.55,3,3,NA,3.08,3,1.62
415.174772101864,1.67,2,0.58,1.67,2,0.58,NA,NA,NA
415.176315469666,13.49,14,3.3,7.38,7.5,2.39,14.01,14,2.82
415.212823575296,2.67,3,1.52,1.88,1,1.25,3,3,1.53
415.219380159484,2.5,2.5,0.71,2.5,2.5,0.71,NA,NA,NA
416.133306951912,1,1,NA,1,1,NA,NA,NA,NA
416.199778626953,1,1,NA,1,1,NA,NA,NA,NA
416.880157903312,1.46,1,0.65,1.45,1,0.68,1.5,1.5,0.53
417.066274223516,1,1,NA,1,1,NA,NA,NA,NA
417.081592074809,1,1,NA,1,1,NA,NA,NA,NA
417.094816590001,2,2,1,2,2,1,NA,NA,NA
417.155516496452,70.39,76,10.89,56.87,57,7.63,76.79,77,4.37
417.226577992679,3,3,NA,3,3,NA,NA,NA,NA
418.187351877153,4.05,3,2.28,4.16,3,2.29,2,2,NA
418.189590057942,3.45,4,1.37,3.45,4,1.37,NA,NA,NA
419.061117114001,3,3,NA,3,3,NA,NA,NA,NA
419.128101159738,2,2,NA,2,2,NA,NA,NA,NA
419.15608890846,3.14,3,1.95,3.6,4,2.07,2,2,1.41
419.174624129361,1.5,1.5,0.71,2,2,NA,1,1,NA
419.201316343817,2.67,2,1.15,2.67,2,1.15,NA,NA,NA
419.207525002774,46.5,47,5.03,45.29,45,4.31,47.09,48,5.26
419.227871620045,4,4,2.83,4,4,2.83,NA,NA,NA
419.980373860411,3.8,4,0.73,3.8,4,0.73,NA,NA,NA
420.113640535667,1,1,NA,1,1,NA,NA,NA,NA
420.167645007667,2,2,NA,2,2,NA,NA,NA,NA
420.204532327996,5,5,0,5,5,0,NA,NA,NA
421.180666247992,1,1,0,1,1,NA,1,1,NA
422.10838698965,2,2,NA,2,2,NA,NA,NA,NA
422.122594268258,2.29,2,1.38,2.29,2,1.38,NA,NA,NA
423.190266039887,5.08,5,2.22,5.4,5,1.67,3.8,3,3.7
424.101028412049,1,1,0,1,1,0,NA,NA,NA
424.13811144207,4.17,4,1.72,4.17,4,1.72,NA,NA,NA
424.199558947058,8,8,NA,8,8,NA,NA,NA,NA
424.218186219026,2,2,NA,2,2,NA,NA,NA,NA
424.88448763863,1,1,NA,1,1,NA,NA,NA,NA
425.053128596937,2.33,2,1.53,2.33,2,1.53,NA,NA,NA
425.064488070168,22.81,24,5.62,12,11.5,4.28,24.12,25,4.17
425.072471384675,16.82,19,5.28,11.3,12,4.43,20,20,2.22
425.100897182002,40.19,43,7.85,29.91,30,6.7,43.8,44,4.16
425.138532743131,4,4,NA,4,4,NA,NA,NA,NA
425.167840518046,10,10,NA,10,10,NA,NA,NA,NA
425.173707252924,21.22,21,2.86,20.78,21,2.5,21.45,21,3.02
425.202951266653,1.5,1,1,1.5,1,1,NA,NA,NA
425.254794056359,4.67,4.5,2.03,5,5,2.07,3,3,0
426.117500411959,2.46,2,1.2,2.46,2,1.2,NA,NA,NA
426.197490847509,1,1,NA,1,1,NA,NA,NA,NA
426.220610573575,3,3,1.41,4,4,NA,2,2,NA
426.944504337244,1,1,NA,1,1,NA,NA,NA,NA
427.056328822907,1.75,2,0.74,1.75,2,0.74,NA,NA,NA
427.068829487029,2,2,1.41,2,2,1.41,NA,NA,NA
427.080171401059,30.32,34,9.18,16.71,16,5.62,34.76,36,4.59
427.103766036467,3.89,4,1.45,2.67,3,1.53,4.5,4.5,1.05
427.139976946528,6.69,8,3.07,2.67,3,1.42,8.48,9,1.53
427.140500335545,1,1,NA,1,1,NA,NA,NA,NA
427.152320166791,2,2,NA,2,2,NA,NA,NA,NA
427.19914483551,2.87,3,0.99,2.87,3,0.99,NA,NA,NA
427.21846290896,2.98,2,1.97,6,6.5,1.7,2.03,2,0.65
427.225989917029,2.84,2,1.99,2.5,2,1.87,3.27,2,2.15
427.306326284071,5.11,5,1.53,5.11,5,1.53,NA,NA,NA
427.342768149327,1.79,2,0.79,1.79,2,0.79,NA,NA,NA
428.133202410537,2.29,2,1.7,2.29,2,1.7,NA,NA,NA
428.169463513306,4.6,4,3.36,4.6,4,3.36,NA,NA,NA
428.251442507076,11.7,12,2.16,11.7,12,2.16,NA,NA,NA
429.066245579262,1.17,1,0.41,1.17,1,0.41,NA,NA,NA
429.096172386221,1.6,1,1.34,1.6,1,1.34,NA,NA,NA
429.107891091649,1.5,1.5,0.71,2,2,NA,1,1,NA
429.119238142839,7.9,10,4.03,3.28,3,1.89,10.14,11,2.65
429.127851975494,1,1,NA,1,1,NA,NA,NA,NA
429.155857149223,3.12,3,1.58,3.12,3,1.58,NA,NA,NA
429.158751671709,4.67,3.5,3.63,2.33,2,1.51,4.89,4,3.7
429.168837558713,5.1,5,3.28,5.1,5,3.28,NA,NA,NA
429.19043010557,2,2,NA,2,2,NA,NA,NA,NA
429.195456445743,3,2,1.73,2,2,NA,3.5,3.5,2.12
429.24170821983,2.25,1.5,2.05,2.43,2,2.15,1,1,NA
430.134988947247,1,1,NA,1,1,NA,NA,NA,NA
430.208624540633,2.36,2,1.29,2,1.5,1.41,2.57,3,1.27
431.06128897004,2,2,NA,2,2,NA,NA,NA,NA
431.110478668893,1,1,NA,1,1,NA,NA,NA,NA
431.143557330195,2,2,NA,2,2,NA,NA,NA,NA
431.14726850254,2,2,0,2,2,0,NA,NA,NA
431.170599066248,2,2,NA,2,2,NA,NA,NA,NA
431.174035304783,1.5,1.5,0.58,2,2,NA,1.33,1,0.58
431.20680951011,3,3,1.41,3,3,1.41,NA,NA,NA
432.178965956148,3.5,3.5,3.54,3.5,3.5,3.54,NA,NA,NA
432.195202116741,1.5,1,1,1.5,1,1,NA,NA,NA
432.241038322603,3,3,NA,3,3,NA,NA,NA,NA
433.041646039797,1.78,2,0.83,1.78,2,0.83,NA,NA,NA
433.089787097457,1,1,NA,1,1,NA,NA,NA,NA
433.114294718628,5.8,6,2.66,5.8,6,2.66,NA,NA,NA
433.139680220009,1.94,2,0.7,1.94,2,0.7,NA,NA,NA
433.143010249833,1,1,NA,1,1,NA,NA,NA,NA
433.170414973888,2,2,NA,2,2,NA,NA,NA,NA
433.180103876324,2,2,NA,2,2,NA,NA,NA,NA
433.186849419808,37.5,40,5.15,30.63,30,4.06,40.24,40,2.02
433.217900503157,1.6,1,0.97,1.6,1,0.97,NA,NA,NA
433.221599717734,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
433.236444763032,4,4,2.12,4,4,2.16,4,4,2.83
433.243044242484,6,6,NA,6,6,NA,NA,NA,NA
433.272851010429,5.08,5,2.84,5.08,5,2.84,NA,NA,NA
434.238464206295,1,1,NA,1,1,NA,NA,NA,NA
434.239857417618,4.23,4,2.28,4.23,4,2.28,NA,NA,NA
435.128723211528,2,2,NA,2,2,NA,NA,NA,NA
435.136648970187,1.1,1,0.45,1.1,1,0.45,NA,NA,NA
435.202466483992,60.1,61,6.51,58.65,58,5.16,60.93,61,7.05
435.232115165749,1,1,NA,1,1,NA,NA,NA,NA
435.25218478303,3,3,2.4,3,3,2.4,NA,NA,NA
436.125019659008,8.33,9,2.33,3.33,4,1.03,8.64,9,2
436.125323099022,2.6,2,2.51,1,1,0,3.67,2,2.89
436.13957326563,2,2,NA,2,2,NA,NA,NA,NA
436.146352426673,3.54,3,2.28,3,2.5,2.34,4.08,4,2.19
436.15799012087,1,1,NA,1,1,NA,NA,NA,NA
436.162373745669,1,1,NA,1,1,NA,NA,NA,NA
436.163193079972,4,4,NA,4,4,NA,NA,NA,NA
436.173620606063,1.4,1,0.55,1.4,1,0.55,NA,NA,NA
437.036552602121,1.75,1.5,0.96,1.75,1.5,0.96,NA,NA,NA
437.053661701988,1,1,NA,1,1,NA,NA,NA,NA
437.054614667707,4.03,3,2.81,1.33,1,0.89,5.74,6,2.18
437.071339522435,1,1,NA,1,1,NA,NA,NA,NA
437.108009149961,2,2,NA,2,2,NA,NA,NA,NA
437.139211337843,1.5,1.5,0.53,1.5,1.5,0.53,NA,NA,NA
437.144879163344,1,1,0,1,1,0,NA,NA,NA
437.151677706355,1,1,NA,1,1,NA,NA,NA,NA
437.180859539821,6,6,0,6,6,0,NA,NA,NA
437.181289934895,1,1,0,1,1,0,NA,NA,NA
437.211952596654,1,1,0,1,1,0,NA,NA,NA
437.253750445943,5,5,NA,5,5,NA,NA,NA,NA
437.254727155287,3.9,4,2.18,4.71,5,2.06,2,2,1
437.304008355237,3.05,3,0.97,3.05,3,0.97,NA,NA,NA
438.111780797381,1,1,0,1,1,0,NA,NA,NA
438.116368819727,1,1,NA,1,1,NA,NA,NA,NA
438.117381350618,3.62,3,1.8,3.62,3,1.8,NA,NA,NA
438.153847544627,2.46,2,1.61,2.46,2,1.61,NA,NA,NA
438.170237347195,2,2,NA,2,2,NA,NA,NA,NA
438.171926257348,1,1,NA,1,1,NA,NA,NA,NA
438.176167456369,2.25,2,0.5,2.25,2,0.5,NA,NA,NA
438.19032238946,2.73,2,1.9,2.73,2,1.9,NA,NA,NA
438.198332715351,2.38,2,1.69,2.38,2,1.69,NA,NA,NA
438.900840821496,1,1,0,1,1,0,1,1,NA
439.087321639571,4,4,1.41,4,4,1.41,NA,NA,NA
439.088209779984,66.94,71.5,12.13,55.7,58,11.84,73.64,75,5.59
439.100551099471,1.5,1,1,2,2,1.41,1,1,0
439.137900850945,2.64,2.5,1.25,2.5,2,1.26,2.83,3,1.27
439.151348414551,2.5,2.5,1.29,2.5,2.5,1.29,NA,NA,NA
439.152934444758,54.64,56,5.76,49.06,50,5.33,56.58,57,4.52
439.154202317753,1,1,NA,1,1,NA,NA,NA,NA
439.16123078042,6.2,6,2.27,6.2,6,2.27,NA,NA,NA
439.190558946757,2,2,NA,2,2,NA,NA,NA,NA
439.196557048599,6,6,0,6,6,0,NA,NA,NA
439.209489189762,1,1,0,1,1,0,NA,NA,NA
439.221850832757,1.69,1,1.03,1.69,1,1.03,NA,NA,NA
439.227387457248,2,2,NA,2,2,NA,NA,NA,NA
440.119816319914,36.38,39,6.5,24.67,26,6.31,37.86,39,4.82
440.177515099215,1.67,2,0.52,1.67,2,0.52,NA,NA,NA
440.99654413219,1,1,NA,1,1,NA,NA,NA,NA
441.057048190527,2.83,2.5,1.37,2.5,2.5,0.55,2.94,2.5,1.55
441.072237219968,1.8,2,0.84,1.8,2,0.84,NA,NA,NA
441.095056146791,1,1,0,1,1,0,NA,NA,NA
441.103225263522,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
441.168822780795,2,2,0.89,2,2,0.89,NA,NA,NA
441.175704644593,3,3,NA,3,3,NA,NA,NA,NA
441.188474513708,1,1,NA,1,1,NA,NA,NA,NA
441.196656429846,1,1,NA,1,1,NA,NA,NA,NA
441.206172332309,1,1,NA,1,1,NA,NA,NA,NA
441.231552072159,5,5,NA,5,5,NA,NA,NA,NA
442.120856940803,2,2,0,2,2,0,NA,NA,NA
442.148768851372,3.17,2,2.43,3.17,2,2.43,NA,NA,NA
442.208527746392,4,3,2.14,7,7,0,3.33,3,1.73
442.244547519793,5.81,6,1.27,5.72,6,1.21,8,8,NA
443.062212738663,3.44,3,2.7,2.75,2,2.36,4,4,3.08
443.097752270577,1.33,1,0.58,1.33,1,0.58,NA,NA,NA
443.111746125144,3,3,1.32,2.75,2.5,1.16,5,5,NA
443.134258916603,1,1,0,1,1,0,NA,NA,NA
443.174663189265,1.5,1.5,0.58,1,1,NA,1.67,2,0.58
443.214068550819,2,2,1.41,2,2,1.41,NA,NA,NA
444.187773624282,4.31,4,2.45,4.42,4,2.57,4.21,4,2.42
444.194867259291,1.67,1,1.15,2,2,1.41,1,1,NA
444.201965524616,2,2,NA,2,2,NA,NA,NA,NA
444.202999820726,2.29,2,1.33,2.29,2,1.33,NA,NA,NA
444.210281958572,2,2,1,2,2,1,NA,NA,NA
445.076771490397,3,3,NA,3,3,NA,NA,NA,NA
445.112922595753,3,3,NA,3,3,NA,NA,NA,NA
445.126124520148,2,2,0,2,2,0,NA,NA,NA
445.149388435523,1,1,NA,1,1,NA,NA,NA,NA
445.186842838601,42.47,44,5.03,34.5,33,4.83,44.48,45,2.38
446.130709057324,5.58,6,2.75,4.6,4,3.36,6.29,6,2.21
446.158950638873,2.9,2.5,2.38,1.83,1.5,0.98,4.5,3.5,3.11
447.055931578373,1,1,NA,1,1,NA,NA,NA,NA
447.130014249959,4.61,4.5,2.12,4.07,4,1.9,6.5,6,1.91
447.141885095568,2,2,NA,2,2,NA,NA,NA,NA
447.178550187368,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
447.202372361111,17.15,19,4.79,11.22,11,3.13,19.64,20,2.72
447.209886143363,1.44,1,1.01,1.44,1,1.01,NA,NA,NA
447.250939963084,2,2,NA,2,2,NA,NA,NA,NA
