"Mass","Total_all_peaks","Total_all_sed","Total_all_water","Total_mf_peaks","Total_mf_sed","Total_mf_water"
"601.1569334",8,2,6,8,2,6
"601.1677473",3,NA,3,3,NA,3
"601.1691262",196,NA,196,189,NA,189
"601.1767669",31,NA,31,31,NA,31
"601.1773116",656,NA,656,653,NA,653
"601.1783879",2,NA,2,2,NA,2
"601.1869153",10,NA,10,10,NA,10
"601.1900137",5,NA,5,5,NA,5
"601.1903573",1,NA,1,1,NA,1
"601.1911118",5,NA,5,5,NA,5
"601.1922438",378,2,376,376,2,374
"601.1926907",1598,NA,1598,1597,NA,1597
"601.1931816",10,NA,10,10,NA,10
"601.2053757",94,NA,94,94,NA,94
"601.2058462",514,NA,514,157,NA,157
"601.2062908",16,NA,16,15,NA,15
"601.2124613",1,NA,1,1,NA,1
"601.2132815",10,NA,10,7,NA,7
"601.2138142",467,31,436,466,31,435
"601.2142481",5,NA,5,4,NA,4
"601.2278646",3,NA,3,2,NA,2
"601.2291665",403,NA,403,403,NA,403
"601.2295529",23,NA,23,23,NA,23
"601.2299292",1,NA,1,1,NA,1
"601.2303866",1,NA,1,1,NA,1
"601.2403866",1,NA,1,1,NA,1
"601.2410874",4,2,2,3,1,2
"601.2418468",418,31,387,417,30,387
"601.2423974",46,2,44,19,1,18
"601.2427991",4,2,2,4,2,2
"601.2493799",8,8,NA,1,1,NA
"601.2499179",48,41,7,30,25,5
"601.2504051",24,20,4,21,17,4
"601.2510365",5,5,NA,4,4,NA
"601.2514949",3,3,NA,3,3,NA
"601.2601353",2,NA,2,1,NA,1
"601.2629185",7,NA,7,7,NA,7
"601.2642666",18,NA,18,18,NA,18
"601.2655216",187,NA,187,187,NA,187
"601.2659489",7,NA,7,7,NA,7
"601.2683886",1,NA,1,1,NA,1
"601.2783344",634,459,175,625,451,174
"601.2792947",4,4,NA,1,1,NA
"601.2807197",3,3,NA,3,3,NA
"601.2834035",9,9,NA,8,8,NA
"601.2863145",163,163,NA,162,162,NA
"601.2868427",37,37,NA,35,35,NA
"601.2873342",8,8,NA,7,7,NA
"601.2878085",2,2,NA,2,2,NA
"601.2994054",4,4,NA,4,4,NA
"601.3016135",7,NA,7,7,NA,7
"601.3049789",6,4,2,6,4,2
"601.3053878",2,NA,2,2,NA,2
"601.3139513",1,1,NA,1,1,NA
"601.3147913",275,261,14,275,261,14
"601.3154292",3,3,NA,2,2,NA
"601.3158029",2,2,NA,2,2,NA
"601.3203268",5,5,NA,5,5,NA
"601.3218355",6,6,NA,6,6,NA
"601.3227706",415,415,NA,333,333,NA
"601.3232528",33,33,NA,30,30,NA
"601.3237496",4,4,NA,4,4,NA
"601.3381813",11,NA,11,11,NA,11
"601.3582242",4,4,NA,4,4,NA
"601.3594276",79,79,NA,79,79,NA
"601.3599162",4,4,NA,4,4,NA
"601.3604162",1,1,NA,1,1,NA
"601.3607198",2,2,NA,2,2,NA
"601.3779752",1,1,NA,1,1,NA
"601.3932275",1,NA,1,1,NA,1
"601.3957717",4,4,NA,4,4,NA
"601.3963753",2,2,NA,2,2,NA
"602.0787916",119,NA,119,119,NA,119
"602.0792563",5,NA,5,5,NA,5
"602.0796072",3,NA,3,2,NA,2
"602.1146294",2,NA,2,2,NA,2
"602.1150754",72,14,58,72,14,58
"602.1155591",19,NA,19,19,NA,19
"602.1160498",3,NA,3,3,NA,3
"602.1516187",39,NA,39,42,NA,42
"602.1521152",5,NA,5,2,NA,2
"602.1949269",4,NA,4,4,NA,4
"602.1973969",1,1,NA,1,1,NA
"602.1980014",1,NA,1,1,NA,1
"602.2315584",18,18,NA,12,12,NA
"602.2321607",8,1,7,5,NA,5
"602.2811009",10,10,NA,3,3,NA
"602.2821703",7,7,NA,7,7,NA
"602.3156425",1,1,NA,1,1,NA
"602.3176418",5,5,NA,2,2,NA
"602.4457163",3,3,NA,3,3,NA
"602.4820953",2,2,NA,2,2,NA
"603.0246219",2,NA,2,1,NA,1
"603.0255839",2,NA,2,2,NA,2
"603.0262514",66,7,59,66,7,59
"603.0266536",5,NA,5,5,NA,5
"603.0311058",4,4,NA,4,4,NA
"603.0625968",801,53,748,836,56,780
"603.0631015",150,11,139,144,10,134
"603.0635649",3,2,1,3,2,1
"603.0661722",2,2,NA,2,2,NA
"603.0839399",93,7,86,93,7,86
"603.0843505",3,NA,3,3,NA,3
"603.0984911",15,2,13,9,1,8
"603.0990962",2120,120,2000,2117,118,1999
"603.0995015",41,5,36,40,5,35
"603.0998323",6,NA,6,6,NA,6
"603.1119457",6,NA,6,6,NA,6
"603.1200564",19,NA,19,19,NA,19
"603.1205055",32,NA,32,28,NA,28
"603.1210783",3,NA,3,3,NA,3
"603.1215612",11,NA,11,11,NA,11
"603.1340999",7,NA,7,7,NA,7
"603.1363723",15,NA,15,5,NA,5
"603.1424144",1,1,NA,1,1,NA
"603.1475602",1,NA,1,1,NA,1
"603.1482461",3,NA,3,3,NA,3
"603.1568825",16,NA,16,15,NA,15
"603.1706938",4,NA,4,4,NA,4
"603.1719444",4981,140,4841,4981,140,4841
"603.1723955",60,2,58,54,2,52
"603.1728602",6,3,3,4,1,3
"603.1769132",2,2,NA,1,1,NA
"603.1778394",3,3,NA,3,3,NA
"603.1784124",6,6,NA,6,6,NA
"603.1849202",383,NA,383,335,NA,335
"603.1862137",2,NA,2,1,NA,1
"603.1928094",11,NA,11,8,NA,8
"603.1937615",5,NA,5,5,NA,5
"603.1941237",1,NA,1,1,NA,1
"603.2066051",1,NA,1,1,NA,1
"603.2083804",3590,44,3546,3586,44,3542
"603.2092066",1,NA,1,1,NA,1
"603.2164447",1,1,NA,1,1,NA
"603.2204786",3,NA,3,3,NA,3
"603.2213711",564,24,540,488,22,466
"603.2218218",22,1,21,19,1,18
"603.2223427",2,NA,2,2,NA,2
"603.2226702",1,NA,1,1,NA,1
"603.2302473",1,1,NA,1,1,NA
"603.2307857",6,NA,6,6,NA,6
"603.2436776",3,2,1,3,2,1
"603.2447417",3415,18,3397,3415,18,3397
"603.2452013",104,NA,104,100,NA,100
"603.2456423",2,NA,2,1,NA,1
"603.2477931",4,NA,4,4,NA,4
"603.2481464",3,NA,3,3,NA,3
"603.2565949",2,2,NA,1,1,NA
"603.2571951",7,6,1,6,5,1
"603.2584477",14,14,NA,11,11,NA
"603.2589597",7,7,NA,7,7,NA
"603.2645097",2,2,NA,2,2,NA
"603.2649756",4,4,NA,4,4,NA
"603.2658816",54,54,NA,54,54,NA
"603.2663521",7,7,NA,7,7,NA
"603.2785831",4,4,NA,4,4,NA
"603.2796675",2,NA,2,2,NA,2
"603.2807348",15,NA,15,8,NA,8
"603.2813008",72,NA,72,71,NA,71
"603.2817092",9,NA,9,9,NA,9
"603.2932624",2,2,NA,2,2,NA
"603.2941965",705,705,NA,259,259,NA
"603.2946497",26,23,3,26,23,3
"603.3011413",1,1,NA,1,1,NA
"603.3019108",37,37,NA,14,14,NA
"603.3024483",81,81,NA,76,76,NA
"603.3034462",5,5,NA,5,5,NA
"603.3053999",11,11,NA,4,4,NA
"603.3173575",6,NA,6,6,NA,6
"603.3205363",2,NA,2,2,NA,2
"603.3233871",2,2,NA,2,2,NA
"603.3304975",333,333,NA,333,333,NA
"603.3310025",10,10,NA,10,10,NA
"603.3384536",133,133,NA,133,133,NA
"603.3390507",7,7,NA,7,7,NA
"603.3395983",2,2,NA,1,1,NA
"603.3515354",2,2,NA,2,2,NA
"603.3666768",8,8,NA,8,8,NA
"603.3742232",4,4,NA,3,3,NA
"603.3753636",2,2,NA,1,1,NA
"603.4661137",1,1,NA,1,1,NA
"604.0577792",6,NA,6,6,NA,6
"604.0952479",1,NA,1,1,NA,1
"604.1013925",1,NA,1,1,NA,1
"604.1303748",9,NA,9,7,NA,7
"604.1308197",162,NA,162,162,NA,162
"604.1313021",2,NA,2,2,NA,2
"604.1369621",2,NA,2,2,NA,2
"604.1378985",1,NA,1,1,NA,1
"604.1665416",3,NA,3,3,NA,3
"604.1674569",1,NA,1,1,NA,1
"604.1749238",27,NA,27,26,NA,26
"604.1782676",4,NA,4,4,NA,4
"604.2038658",4,NA,4,4,NA,4
"604.2113337",54,NA,54,53,NA,53
"604.2242866",5,5,NA,5,5,NA
"604.2612383",16,16,NA,15,15,NA
"604.2946959",1,1,NA,1,1,NA
"604.3101794",2,2,NA,2,2,NA
"604.3703514",2,2,NA,2,2,NA
"605.0030638",1,1,NA,1,1,NA
"605.0048996",1,1,NA,1,1,NA
"605.0411521",4,NA,4,4,NA,4
"605.0420638",341,29,312,365,29,336
"605.0425499",35,5,30,32,5,27
"605.0441963",1,1,NA,1,1,NA
"605.0785609",2210,218,1992,2210,218,1992
"605.0789732",37,2,35,35,2,33
"605.0938597",1,NA,1,1,NA,1
"605.0946834",1,NA,1,1,NA,1
"605.0998817",1,NA,1,1,NA,1
"605.1005258",1,NA,1,1,NA,1
"605.1149751",1095,74,1021,1090,72,1018
"605.1154322",53,3,50,52,3,49
"605.1274108",1,NA,1,1,NA,1
"605.1360953",3,NA,3,3,NA,3
"605.1503826",2,NA,2,2,NA,2
"605.1513953",897,35,862,887,32,855
"605.1518613",14,NA,14,14,NA,14
"605.1522823",3,1,2,2,1,1
"605.1634444",1,NA,1,1,NA,1
"605.1641443",44,NA,44,44,NA,44
"605.1795193",94,NA,94,82,NA,82
"605.1862779",4,1,3,4,1,3
"605.1877226",2411,43,2368,2407,42,2365
"605.1884922",1,NA,1,1,NA,1
"605.2004315",25,NA,25,24,NA,24
"605.2060131",9,NA,9,6,NA,6
"605.2159215",98,NA,98,81,NA,81
"605.2163449",5,NA,5,5,NA,5
"605.2226415",5,NA,5,5,NA,5
"605.2240726",1559,10,1549,1557,10,1547
"605.2244643",76,NA,76,80,NA,80
"605.2363655",4,4,NA,2,2,NA
"605.2370242",402,362,40,366,331,35
"605.2375541",25,24,1,20,19,1
"605.2378632",1,1,NA,1,1,NA
"605.2383024",2,2,NA,2,2,NA
"605.2447275",2,2,NA,1,1,NA
"605.2522347",28,NA,28,28,NA,28
"605.2602478",1790,NA,1790,1790,NA,1790
"605.2607325",49,NA,49,47,NA,47
"605.2611798",3,NA,3,3,NA,3
"605.2636064",6,NA,6,2,NA,2
"605.2718744",3,3,NA,1,1,NA
"605.2725109",4,4,NA,4,4,NA
"605.2733338",847,847,NA,814,814,NA
"605.2743557",8,8,NA,5,5,NA
"605.2747487",6,6,NA,6,6,NA
"605.2814742",10,10,NA,10,10,NA
"605.2844259",1,1,NA,1,1,NA
"605.2858649",1,1,NA,1,1,NA
"605.2910748",5,5,NA,4,4,NA
"605.2952308",1,NA,1,1,NA,1
"605.2956472",2,NA,2,2,NA,2
"605.2963855",18,NA,18,15,NA,15
"605.2968391",28,NA,28,28,NA,28
"605.2973138",2,NA,2,2,NA,2
"605.3080401",4,4,NA,3,3,NA
"605.3088005",1,1,NA,1,1,NA
"605.3096659",865,865,NA,865,865,NA
"605.3106669",6,6,NA,5,5,NA
"605.3173156",1,1,NA,1,1,NA
"605.3329851",4,NA,4,4,NA,4
"605.3375521",1,NA,1,1,NA,1
"605.3458496",47,47,NA,47,47,NA
"605.3514628",4,4,NA,4,4,NA
"605.3519287",3,3,NA,2,2,NA
"605.3556039",1,NA,1,1,NA,1
"605.3670181",4,4,NA,4,4,NA
"605.3824514",8,8,NA,8,8,NA
"605.4816816",2,2,NA,2,2,NA
"606.0433684",2,2,NA,2,2,NA
"606.0730277",3,NA,3,3,NA,3
"606.0734571",9,NA,9,8,NA,8
"606.0811215",2,NA,2,1,NA,1
"606.1085945",1,NA,1,1,NA,1
"606.1092965",1,NA,1,1,NA,1
"606.1097798",20,NA,20,15,NA,15
"606.1105766",8,NA,8,8,NA,8
"606.1174623",2,NA,2,2,NA,2
"606.1180255",7,NA,7,5,NA,5
"606.1463384",318,NA,318,320,NA,320
"606.1542766",71,NA,71,71,NA,71
"606.1832696",10,NA,10,9,NA,9
"606.1905682",100,NA,100,100,NA,100
"606.2189303",27,NA,27,27,NA,27
"606.2256915",2,NA,2,1,NA,1
"606.2266866",15,NA,15,13,NA,13
"606.2683642",5,5,NA,5,5,NA
"606.2763377",12,12,NA,7,7,NA
"606.3134243",5,5,NA,4,4,NA
"606.3262019",2,2,NA,2,2,NA
"606.4410268",1,1,NA,1,1,NA
"606.4561343",2,2,NA,2,2,NA
"607.0003223",1,1,NA,1,1,NA
"607.0213475",7,NA,7,7,NA,7
"607.0217115",3,NA,3,2,NA,2
"607.0222458",2,NA,2,2,NA,2
"607.0234136",3,3,NA,1,1,NA
"607.0259288",11,11,NA,11,11,NA
"607.0360106",1,NA,1,1,NA,1
"607.0366667",9,4,5,9,4,5
"607.0409842",2,2,NA,2,2,NA
"607.0578335",1050,110,940,941,97,844
"607.0583658",28,1,27,28,1,27
"607.0587788",1,NA,1,1,NA,1
"607.0718392",2,NA,2,2,NA,2
"607.0733446",47,3,44,36,NA,36
"607.0737967",5,NA,5,4,NA,4
"607.0927833",6,NA,6,3,NA,3
"607.0931708",2,NA,2,2,NA,2
"607.0949764",4,NA,4,4,NA,4
"607.1068463",2,NA,2,2,NA,2
"607.1088226",1,NA,1,1,NA,1
"607.1092888",11,NA,11,11,NA,11
"607.1100435",11,NA,11,10,NA,10
"607.1289815",2,NA,2,2,NA,2
"607.1296403",1,NA,1,1,NA,1
"607.1304892",6100,355,5745,6100,355,5745
"607.1309407",42,3,39,39,3,36
"607.1314399",1,NA,1,1,NA,1
"607.1417998",6,NA,6,6,NA,6
"607.1454378",4,NA,4,2,NA,2
"607.1465142",5,NA,5,2,NA,2
"607.1586544",49,NA,49,46,NA,46
"607.1657854",4,NA,4,4,NA,4
"607.1667845",5977,120,5857,5975,120,5855
"607.1671971",40,2,38,33,2,31
"607.1675909",2,1,1,2,1,1
"607.1791281",1,NA,1,1,NA,1
"607.1799336",36,15,21,23,9,14
"607.1815586",2,NA,2,1,NA,1
"607.1825833",1,1,NA,1,1,NA
"607.1849809",3,NA,3,3,NA,3
"607.1854969",9,NA,9,9,NA,9
"607.1862412",2,NA,2,2,NA,2
"607.1950256",114,1,113,114,1,113
"607.2030678",927,24,903,904,24,880
"607.2035125",12,NA,12,11,NA,11
"607.2039834",1,NA,1,1,NA,1
"607.2160383",6,6,NA,6,6,NA
"607.2186863",3,NA,3,3,NA,3
"607.2215556",2,NA,2,2,NA,2
"607.2315649",229,NA,229,224,NA,224
"607.2321835",1,NA,1,1,NA,1
"607.2370538",6,NA,6,5,NA,5
"607.2385128",4,NA,4,6,NA,6
"607.2394004",611,NA,611,610,NA,610
"607.2398319",77,4,73,72,4,68
"607.2432187",3,NA,3,3,NA,3
"607.2510492",1,1,NA,1,1,NA
"607.2518992",8,8,NA,8,8,NA
"607.2524691",334,334,NA,334,334,NA
"607.2584324",1,NA,1,1,NA,1
"607.2677483",8,NA,8,8,NA,8
"607.2738981",3,NA,3,3,NA,3
"607.2746677",7,NA,7,7,NA,7
"607.2755167",24,NA,24,4,NA,4
"607.2760084",995,NA,995,941,NA,941
"607.2765125",11,NA,11,11,NA,11
"607.2791594",4,NA,4,4,NA,4
"607.2885166",84,84,NA,84,84,NA
"607.2890083",793,793,NA,747,747,NA
"607.2895274",12,12,NA,11,11,NA
"607.2900191",4,4,NA,4,4,NA
"607.2908899",2,NA,2,1,NA,1
"607.2944896",4,NA,4,4,NA,4
"607.3043484",34,NA,34,20,NA,20
"607.3063948",1,1,NA,1,1,NA
"607.3098552",7,7,NA,7,7,NA
"607.3114307",1,NA,1,1,NA,1
"607.3121741",49,36,13,49,36,13
"607.3126749",1,NA,1,1,NA,1
"607.3155971",2,NA,2,2,NA,2
"607.3249647",56,56,NA,53,53,NA
"607.3254729",80,80,NA,64,64,NA
"607.3258967",4,4,NA,4,4,NA
"607.3264345",1,1,NA,1,1,NA
"607.3267676",1,1,NA,1,1,NA
"607.3309072",4,NA,4,4,NA,4
"607.3492529",2,2,NA,2,2,NA
"607.3607205",2,2,NA,2,2,NA
"607.3615177",31,31,NA,32,32,NA
"607.3641119",1,1,NA,1,1,NA
"608.0227676",1,1,NA,1,1,NA
"608.0891857",8,NA,8,8,NA,8
"608.0896647",5,NA,5,5,NA,5
"608.1243126",4,NA,4,4,NA,4
"608.1250056",1,NA,1,1,NA,1
"608.1257414",315,NA,315,315,NA,315
"608.1412032",2,NA,2,2,NA,2
"608.1633012",1,NA,1,1,NA,1
"608.1972243",1,NA,1,1,NA,1
"608.2061094",5,NA,5,5,NA,5
"608.2107241",1,1,NA,1,1,NA
"608.2115837",4,4,NA,2,2,NA
"608.2120894",1,1,NA,1,1,NA
"608.2443636",1,NA,1,1,NA,1
"608.2474599",4,4,NA,4,4,NA
"608.2565258",2,2,NA,2,2,NA
"608.2715527",1,NA,1,1,NA,1
"608.2836868",3,3,NA,2,2,NA
"608.2842752",88,88,NA,88,88,NA
"608.2848548",5,5,NA,2,2,NA
"609.0158568",2,NA,2,2,NA,2
"609.0202547",1,1,NA,1,1,NA
"609.0229261",1,1,NA,1,1,NA
"609.0351986",1,NA,1,1,NA,1
"609.0355857",1,NA,1,1,NA,1
"609.0371654",36,NA,36,36,NA,36
"609.0380693",1,NA,1,1,NA,1
"609.0390885",4,4,NA,3,3,NA
"609.0516358",6,NA,6,4,NA,4
"609.0522618",204,23,181,204,23,181
"609.0527817",17,1,16,17,1,16
"609.0532392",1,NA,1,1,NA,1
"609.0733165",1276,91,1185,1276,91,1185
"609.0737459",34,7,27,30,5,25
"609.0742077",5,NA,5,5,NA,5
"609.0745563",2,NA,2,2,NA,2
"609.0877498",3,NA,3,3,NA,3
"609.0886479",500,14,486,500,14,486
"609.0891183",38,NA,38,20,NA,20
"609.1083863",3,NA,3,2,NA,2
"609.1096597",4269,243,4026,4265,243,4022
"609.1101379",24,1,23,24,1,23
"609.1106065",8,1,7,6,1,5
"609.1225999",5,NA,5,5,NA,5
"609.1233848",3,NA,3,3,NA,3
"609.1251781",50,3,47,50,3,47
"609.1257686",24,NA,24,17,NA,17
"609.1379862",59,NA,59,59,NA,59
"609.1459321",1051,33,1018,1047,29,1018
"609.1463559",84,3,81,84,3,81
"609.1466859",4,NA,4,4,NA,4
"609.1526356",1,NA,1,1,NA,1
"609.1571021",3,NA,3,3,NA,3
"609.1591106",18,11,7,18,11,7
"609.1611992",11,NA,11,11,NA,11
"609.1618507",6,NA,6,5,NA,5
"609.1645741",6,NA,6,6,NA,6
"609.1742499",173,NA,173,173,NA,173
"609.1747205",9,NA,9,2,NA,2
"609.1750556",2,NA,2,2,NA,2
"609.1809849",13,NA,13,13,NA,13
"609.1822447",579,4,575,575,4,571
"609.1827254",84,NA,84,83,NA,83
"609.1831503",1,1,NA,1,1,NA
"609.1951719",1,NA,1,1,NA,1
"609.1972019",2,NA,2,2,NA,2
"609.1978985",33,NA,33,33,NA,33
"609.1984518",2,NA,2,2,NA,2
"609.2013529",2,NA,2,2,NA,2
"609.2105468",430,7,423,430,7,423
"609.2109833",46,NA,46,46,NA,46
"609.2114812",3,NA,3,2,NA,2
"609.2176392",6,NA,6,6,NA,6
"609.2185999",559,3,556,559,3,556
"609.2190224",232,NA,232,231,NA,231
"609.2196306",3,NA,3,3,NA,3
"609.2312776",2,2,NA,2,2,NA
"609.2318798",16,16,NA,16,16,NA
"609.2331272",1,NA,1,1,NA,1
"609.2338532",3,NA,3,3,NA,3
"609.2368944",1,NA,1,1,NA,1
"609.2431137",2,2,NA,2,2,NA
"609.2466069",4,NA,4,4,NA,4
"609.2471085",209,NA,209,209,NA,209
"609.2538753",4,NA,4,3,NA,3
"609.2548435",427,NA,427,387,NA,387
"609.2553142",689,8,681,687,7,680
"609.2557637",15,NA,15,15,NA,15
"609.2587354",1,NA,1,1,NA,1
"609.2678149",59,59,NA,57,57,NA
"609.2692698",3,3,NA,1,1,NA
"609.2709935",1,1,NA,1,1,NA
"609.2833941",15,NA,15,15,NA,15
"609.2893106",3,2,1,2,2,NA
"609.2903034",1,NA,1,1,NA,1
"609.2911011",25,1,24,26,2,24
"609.2916905",233,NA,233,233,NA,233
"609.2922094",1,NA,1,1,NA,1
"609.2926368",4,2,2,4,2,2
"609.2929494",2,2,NA,2,2,NA
"609.2949131",5,NA,5,4,NA,4
"609.3026472",1,1,NA,1,1,NA
"609.3030628",1,1,NA,1,1,NA
"609.3041413",14,14,NA,14,14,NA
"609.3046542",238,238,NA,220,220,NA
"609.3051963",6,6,NA,4,4,NA
"609.3077082",2,NA,2,2,NA,2
"609.3250766",1,1,NA,1,1,NA
"609.3255782",14,12,2,14,12,2
"609.3279136",4,NA,4,4,NA,4
"609.3398707",1,1,NA,1,1,NA
"609.3409802",129,129,NA,124,124,NA
"609.3648143",3,3,NA,3,3,NA
"609.3652482",2,2,NA,1,1,NA
"610.0832195",1,NA,1,1,NA,1
"610.1047565",3,NA,3,3,NA,3
"610.1053671",9,NA,9,9,NA,9
"610.1126532",1,NA,1,1,NA,1
"610.1482385",3,NA,3,3,NA,3
"610.1788426",2,NA,2,2,NA,2
"610.2511568",2,NA,2,2,NA,2
"610.2577528",5,NA,5,2,NA,2
"610.2627352",2,2,NA,1,1,NA
"610.2634232",99,99,NA,99,99,NA
"610.2995777",13,13,NA,13,13,NA
"611.0305612",1,NA,1,1,NA,1
"611.0312894",48,9,39,42,8,34
"611.0318404",13,NA,13,5,NA,5
"611.0360534",2,2,NA,2,2,NA
"611.0508629",5,NA,5,5,NA,5
"611.0524368",254,21,233,289,24,265
"611.0529051",37,NA,37,34,NA,34
"611.0532653",1,1,NA,1,1,NA
"611.0536225",4,NA,4,4,NA,4
"611.0664791",12,NA,12,12,NA,12
"611.0674699",55,NA,55,55,NA,55
"611.0684176",4,1,3,4,1,3
"611.0872088",3,NA,3,3,NA,3
"611.0887789",395,25,370,391,25,366
"611.0892477",63,4,59,60,4,56
"611.0896785",3,1,2,3,1,2
"611.1020753",9,NA,9,6,NA,6
"611.1028819",7,NA,7,7,NA,7
"611.1049813",6,1,5,6,1,5
"611.1169338",1,NA,1,1,NA,1
"611.1231354",8,NA,8,5,NA,5
"611.1255157",381,40,341,381,40,341
"611.1384754",17,NA,17,5,NA,5
"611.1392438",11,NA,11,11,NA,11
"611.1399496",32,NA,32,30,NA,30
"611.1410193",35,NA,35,35,NA,35
"611.1519426",10,NA,10,10,NA,10
"611.1535191",216,NA,216,216,NA,216
"611.1539358",24,NA,24,7,NA,7
"611.1589643",6,6,NA,4,4,NA
"611.1594329",4,4,NA,3,3,NA
"611.1605085",2,NA,2,2,NA,2
"611.1618722",265,NA,265,265,NA,265
"611.1745523",3,NA,3,3,NA,3
"611.1761464",22,NA,22,19,NA,19
"611.1768387",189,NA,189,184,NA,184
"611.1773703",34,NA,34,30,NA,30
"611.1799508",1,NA,1,1,NA,1
"611.1802892",27,NA,27,25,NA,25
"611.1817752",2,NA,2,2,NA,2
"611.1882372",23,NA,23,23,NA,23
"611.1888583",2,NA,2,2,NA,2
"611.1898292",171,NA,171,171,NA,171
"611.1908464",2,NA,2,2,NA,2
"611.1913543",1,NA,1,1,NA,1
"611.1965446",7,NA,7,7,NA,7
"611.1971391",24,NA,24,22,NA,22
"611.1978745",513,4,509,512,4,508
"611.1983372",152,NA,152,149,NA,149
"611.1987918",4,NA,4,4,NA,4
"611.2013737",2,2,NA,1,1,NA
"611.2075396",13,NA,13,13,NA,13
"611.2111085",7,NA,7,6,NA,6
"611.2124696",35,NA,35,30,NA,30
"611.2131008",33,NA,33,32,NA,32
"611.2135365",141,NA,141,141,NA,141
"611.2139347",4,NA,4,4,NA,4
"611.2165176",5,NA,5,5,NA,5
"611.2173588",1,NA,1,1,NA,1
"611.2245567",4,NA,4,4,NA,4
"611.2252405",9,NA,9,1,NA,1
"611.2333915",7,NA,7,6,NA,6
"611.2346859",79,NA,79,79,NA,79
"611.2352009",2,NA,2,2,NA,2
"611.2449782",2,NA,2,2,NA,2
"611.2476182",7,7,NA,4,4,NA
"611.2490188",2,NA,2,2,NA,2
"611.2494811",9,NA,9,9,NA,9
"611.2498992",40,NA,40,40,NA,40
"611.2504568",7,NA,7,4,NA,4
"611.2527601",6,NA,6,6,NA,6
"611.2586123",1,1,NA,1,1,NA
"611.2617928",6,NA,6,6,NA,6
"611.2626055",48,NA,48,48,NA,48
"611.2699702",15,6,9,15,6,9
"611.2705643",80,29,51,58,13,45
"611.2710628",101,7,94,100,7,93
"611.2715308",2,1,1,1,NA,1
"611.2719472",2,NA,2,2,NA,2
"611.2834746",17,17,NA,16,16,NA
"611.2839474",19,19,NA,19,19,NA
"611.2862039",37,NA,37,37,NA,37
"611.2866751",3,3,NA,3,3,NA
"611.2990556",11,6,5,11,6,5
"611.3064442",13,13,NA,13,13,NA
"611.3077083",19,19,NA,15,15,NA
"611.3201265",7,7,NA,7,7,NA
"611.3227857",6,3,3,6,3,3
"611.3234341",1,1,NA,1,1,NA
"611.3328851",2,2,NA,2,2,NA
"611.3423915",2,2,NA,2,2,NA
"611.3433877",96,96,NA,23,23,NA
"611.3443274",4,4,NA,4,4,NA
"611.3452429",2,2,NA,1,1,NA
"611.3799588",91,91,NA,77,77,NA
"611.3803421",3,3,NA,2,2,NA
"611.4163936",5,5,NA,5,5,NA
"611.4177998",1,1,NA,1,1,NA
"612.0629042",5,NA,5,5,NA,5
"612.0694631",1,NA,1,1,NA,1
"612.0847063",3,NA,3,3,NA,3
"612.0992761",3,NA,3,3,NA,3
"612.0996809",4,NA,4,4,NA,4
"612.1189613",1,NA,1,1,NA,1
"612.1208331",7,NA,7,7,NA,7
"612.1212596",1,NA,1,1,NA,1
"612.1275876",2,NA,2,2,NA,2
"612.1576191",12,2,10,11,2,9
"612.1586304",2,2,NA,1,1,NA
"612.1632682",2,NA,2,1,NA,1
"612.1641799",11,NA,11,10,NA,10
"612.1730878",7,4,3,1,NA,1
"612.1937747",39,NA,39,39,NA,39
"612.2008457",14,NA,14,8,NA,8
"612.2029152",2,NA,2,2,NA,2
"612.2035399",2,NA,2,2,NA,2
"612.2193049",1,NA,1,1,NA,1
"612.2302571",6,NA,6,6,NA,6
"612.2310761",2,NA,2,2,NA,2
"612.2424616",3,3,NA,3,3,NA
"612.2663679",2,NA,2,1,NA,1
"612.2985045",1,1,NA,1,1,NA
"612.3030035",1,1,NA,1,1,NA
"612.9490855",218,218,NA,81,81,NA
"612.9787549",2,2,NA,1,1,NA
"612.9854639",81,81,NA,81,81,NA
"613.0456509",1,NA,1,1,NA,1
"613.0463722",6,NA,6,6,NA,6
"613.0470723",360,20,340,360,20,340
"613.0475879",38,4,34,25,3,22
"613.0568059",1,NA,1,1,NA,1
"613.0673542",4,NA,4,4,NA,4
"613.0681488",317,19,298,317,19,298
"613.0686269",30,NA,30,30,NA,30
"613.0691512",8,NA,8,8,NA,8
"613.0813869",2,NA,2,2,NA,2
"613.0818365",1,NA,1,1,NA,1
"613.0832031",95,6,89,64,3,61
"613.0836779",533,11,522,532,11,521
"613.0841214",7,NA,7,7,NA,7
"613.0847478",3,NA,3,3,NA,3
"613.0964518",5,5,NA,5,5,NA
"613.1041374",67,4,63,62,NA,62
"613.1046399",1181,59,1122,1170,58,1112
"613.1050348",2,NA,2,2,NA,2
"613.1054345",3,NA,3,3,NA,3
"613.1057786",1,NA,1,1,NA,1
"613.1177316",9,NA,9,6,NA,6
"613.1181852",6,NA,6,6,NA,6
"613.1188978",50,NA,50,50,NA,50
"613.1200559",253,4,249,253,4,249
"613.1205241",11,NA,11,11,NA,11
"613.1327287",19,NA,19,19,NA,19
"613.1406747",191,2,189,190,2,188
"613.1411389",515,8,507,514,8,506
"613.1415884",13,NA,13,13,NA,13
"613.1536498",1,NA,1,1,NA,1
"613.1547524",9,NA,9,9,NA,9
"613.1566487",27,4,23,25,2,23
"613.1571286",2,NA,2,1,NA,1
