MolForm,Class,Group,cs.flag.emergent_sed,cs.flag.emergent_water,cs.flag.emergent_overlap,cs.flag.emergent_general.overlap
C21H19O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H21O10N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H21O11N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H21O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H21O14N,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H21O9N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H22O17,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H23O11N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H23O9N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H24O6,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H25O11P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H25O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H25O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H25O13N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H25O8N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H27O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H28O14,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C21H29O13P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H19O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H21O10N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H21O11N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H21O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H21O14N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H23O10N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H23O11N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H23O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H24O7,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H25O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H25O9N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H26O6,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H27O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H27O14N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H28O15,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H28O6,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C22H35O7P,Protein,Unsaturated aliphatics,Satellite,Core,Sed Sat - Water Core,Shifter
C23H19O12N,Lignin,Polyphenols,Satellite,Core,Sed Sat - Water Core,Shifter
C23H19O14N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H21O13N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H23O14N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H25O10N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H25O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H25O13N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H26O7,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H27O9N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H28O16,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H28O7,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H29O14N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H30O15,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H31O13P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H32O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H33O7P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C23H35O6P,Lipid,Unsaturated aliphatics,Satellite,Core,Sed Sat - Water Core,Shifter
C24H22O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H23O12N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H23O13N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H24O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H26O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H28O3NS2P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H28O7,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H29O11P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H29O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H30O16,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H30O7,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H33O8P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H33O9P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C24H34O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H28O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H28O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H30O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H30O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H31O11P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H31O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H32O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H32O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H32O7,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H33O13P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H33O9P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H34O7,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C25H35O8P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H22O12,Lignin,Polyphenols,Satellite,Core,Sed Sat - Water Core,Shifter
C26H24O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H26O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H26O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H26O18,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H28O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H30O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H30O17,Tannin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H30O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H32O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H32O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H32O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H33O11P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H34O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H34O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H34ONS2P,UnsatHC,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H35O10P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H35O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H35O13N,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H35O9P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H37O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H37O13P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H37O8P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C26H38O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H22O14,Lignin,Polyphenols,Satellite,Core,Sed Sat - Water Core,Shifter
C27H24O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H24O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H26O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H26O17,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H28O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H28O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H28O17,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H30O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H30O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H30O17,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H30O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H32O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H32O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H32O17,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H32O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H34O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H34O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H34O2NS2P,UnsatHC,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H34O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H35O11P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H36O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H36O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H37O10P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C27H37O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H22O16,ConHC,Polyphenols,Satellite,Core,Sed Sat - Water Core,Shifter
C28H24O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H26O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H26O17,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H28O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H28O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H28O17,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H30O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H30O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H30O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H30O17,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H32O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H32O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H32O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H32O17,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H34O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H34O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H34O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H34O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H36O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H36O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H36O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H36O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H36O2NS2P,UnsatHC,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H36O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H38O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H38O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H38O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H38O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H39O12P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H40O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H40O8,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H40O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H41O10P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C28H41O11P,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H28O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H28O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H28O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H30O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H30O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H30O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H32O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H32O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H32O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H32O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H32O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H32O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H34O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H34O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H34O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H34O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H34O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H34O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H36O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H36O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H36O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H36O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H36O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H36O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H36O16,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H36O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H38O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H38O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H38O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H38O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H38O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H38O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H38O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H40O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H40O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H40O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H40O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H40O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H42O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C29H42O9,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H32O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H32O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H34O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H34O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H34O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H36O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H36O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H36O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H36O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H38O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H38O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H38O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H38O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H38O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H40O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H40O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H40O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H40O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H40O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H42O10,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H42O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H42O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C30H42O13,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C31H34O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C31H36O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C31H36O15,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C31H38O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C31H40O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C31H42O11,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C31H42O12,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C32H38O14,Lignin,Highly unsaturated compounds,Satellite,Core,Sed Sat - Water Core,Shifter
C10H10O5S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H10O6N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H10O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H10O7S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H11O8N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H12O4N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H12O7S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H12O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H12O9,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H13O8N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H14O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H14O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H15O10N,Carb,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H15O11SP,Other,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H16O7S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H16O8S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H22O9S,Other,Saturated fatty acids,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H7O5N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H7O6N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H8O7S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H8O9,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H9O7N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C10H9O8N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H10O10,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H10O5N2,Lignin,Phenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H10O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H10O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H10O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H11O9N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H12O10,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H12O5N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H12O6N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H12O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H12O7N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H12O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H12O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H13O8N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H13O9N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H14O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H14O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H15O10N,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H15O9N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H16O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H16O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H17O10N,Carb,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
